date,hash_rate
2021-08-09,109534556.62506332
2021-08-10,109534556.62506332
2021-08-11,105931446.20976518
2021-08-12,105931446.20976518
2021-08-13,108175319.62792763
2021-08-14,108175319.62792763
2021-08-15,140740165.58252627
2021-08-16,140740165.58252627
2021-08-17,133007189.45161822
2021-08-18,133007189.45161822
2021-08-19,119087832.41598378
2021-08-20,119087832.41598378
2021-08-21,131460594.22543663
2021-08-22,131460594.22543663
2021-08-23,152339629.77888831
2021-08-24,152339629.77888831
2021-08-25,130687447.2547367
2021-08-26,130687447.2547367
2021-08-27,127844614.11993943
2021-08-28,127844614.11993943
2021-08-29,136601094.53911337
2021-08-30,136601094.53911337
2021-08-31,126093318.03610466
2021-09-01,126093318.03610466
2021-09-02,130471558.24569161
2021-09-03,130471558.24569161
2021-09-04,135725446.49719596
2021-09-05,135725446.49719596
2021-09-06,150611463.20979166
2021-09-07,150611463.20979166
2021-09-08,129910433.67934506
2021-09-09,129910433.67934506
2021-09-10,124497447.94992428
2021-09-11,124497447.94992428
2021-09-12,134567094.4752858
2021-09-13,134567094.4752858
2021-09-14,153790965.11461234
2021-09-15,153790965.11461234
2021-09-16,124497447.94992428
2021-09-17,124497447.94992428
2021-09-18,141890473.7664578
2021-09-19,141890473.7664578
2021-09-20,150129275.4690263
2021-09-21,150129275.4690263
2021-09-22,126546633.84005067
2021-09-23,126546633.84005067
2021-09-24,139767923.94274256
2021-09-25,139767923.94274256
2021-09-26,131268523.16244063
2021-09-27,131268523.16244063
2021-09-28,143545435.4006545
2021-09-29,143545435.4006545
2021-09-30,161488614.82573634
2021-10-01,161488614.82573634
2021-10-02,177543038.52186212
2021-10-03,177543038.52186212
2021-10-04,147411968.39584854
2021-10-05,147411968.39584854
2021-10-06,129544410.9385932
2021-10-07,129544410.9385932
2021-10-08,118666635.97428384
2021-10-09,118666635.97428384
2021-10-10,157233292.66592607
2021-10-11,157233292.66592607
2021-10-12,132511076.83795026
2021-10-13,132511076.83795026
2021-10-14,135477742.7373074
2021-10-15,135477742.7373074
2021-10-16,131522188.20483124
2021-10-17,131522188.20483124
2021-10-18,146534419.32302314
2021-10-19,146534419.32302314
2021-10-20,148747371.68155453
2021-10-21,148747371.68155453
2021-10-22,157732112.25292358
2021-10-23,157732112.25292358
2021-10-24,152740589.71327412
2021-10-25,152740589.71327412
2021-10-26,149745676.18948442
2021-10-27,149745676.18948442
2021-10-28,152740589.71327412
2021-10-29,152740589.71327412
2021-10-30,154737198.72913387
2021-10-31,154737198.72913387
2021-11-01,159350397.00608382
2021-11-02,159350397.00608382
2021-11-03,173347391.33769932
2021-11-04,173347391.33769932
2021-11-05,166887240.1077229
2021-11-06,166887240.1077229
2021-11-07,164733856.36439747
2021-11-08,164733856.36439747
2021-11-09,163657164.49273473
2021-11-10,163657164.49273473
2021-11-11,170117315.72271112
2021-11-12,170117315.72271112
2021-11-13,164733856.36439747
2021-11-14,164733856.36439747
2021-11-15,170197841.36837798
2021-11-16,170197841.36837798
2021-11-17,167943565.3237637
2021-11-18,167943565.3237637
2021-11-19,154417909.05607805
2021-11-20,154417909.05607805
2021-11-21,148782218.94454235
2021-11-22,148782218.94454235
2021-11-23,148782218.94454235
2021-11-24,148782218.94454235
2021-11-25,146527942.89992806
2021-11-26,146527942.89992806
2021-11-27,161180737.1899209
2021-11-28,161180737.1899209
2021-11-29,158774565.17985132
2021-11-30,158774565.17985132
2021-12-01,152112695.31216523
2021-12-02,152112695.31216523
2021-12-03,186532356.29520994
2021-12-04,186532356.29520994
2021-12-05,184311733.00598127
2021-12-06,184311733.00598127
2021-12-07,170987993.2706091
2021-12-08,170987993.2706091
2021-12-09,180980798.07213816
2021-12-10,180980798.07213816
2021-12-11,176161777.07292455
2021-12-12,176161777.07292455
2021-12-13,169588347.7797351
2021-12-14,169588347.7797351
2021-12-15,169588347.7797351
2021-12-16,169588347.7797351
2021-12-17,179210381.69631582
2021-12-18,179210381.69631582
2021-12-19,179210381.69631582
2021-12-20,179210381.69631582
2021-12-21,193643432.5711869
2021-12-22,193643432.5711869
2021-12-23,182818644.41503358
2021-12-24,182818644.41503358
2021-12-25,177149566.7855162
2021-12-26,177149566.7855162
2021-12-27,178574456.88024485
2021-12-28,178574456.88024485
2021-12-29,174954704.37591556
2021-12-30,174954704.37591556
2021-12-31,179781041.0483546
2022-01-01,179781041.0483546
2022-01-02,190640298.56134245
2022-01-03,190640298.56134245
2022-01-04,177367872.71213505
2022-01-05,177367872.71213505
2022-01-06,176161288.5440253
2022-01-07,176161288.5440253
2022-01-08,174242949.24269608
2022-01-09,174242949.24269608
2022-01-10,172037609.10113046
2022-01-11,172037609.10113046
2022-01-12,168403011.72575447
2022-01-13,168403011.72575447
2022-01-14,192633660.89492777
2022-01-15,192633660.89492777
2022-01-16,212018180.23026645
2022-01-17,212018180.23026645
2022-01-18,164768414.35037845
2022-01-19,164768414.35037845
2022-01-20,204748985.47951442
2022-01-21,204748985.47951442
2022-01-22,177474949.66786668
2022-01-23,177474949.66786668
2022-01-24,198665988.43417916
2022-01-25,198665988.43417916
2022-01-26,172177189.9762886
2022-01-27,172177189.9762886
2022-01-28,203963748.12575728
2022-01-29,203963748.12575728
2022-01-30,193368228.74260104
2022-01-31,193368228.74260104
2022-02-01,203963748.12575728
2022-02-02,203963748.12575728
2022-02-03,194692668.66549554
2022-02-04,194692668.66549554
2022-02-05,157888391.82261464
2022-02-06,157888391.82261464
2022-02-07,180443876.3687024
2022-02-08,180443876.3687024
2022-02-09,185751049.20307598
2022-02-10,185751049.20307598
2022-02-11,188404635.6202628
2022-02-12,188404635.6202628
2022-02-13,209633326.9577572
2022-02-14,209633326.9577572
2022-02-15,232188811.50384504
2022-02-16,232188811.50384504
2022-02-17,213256529.5453799
2022-02-18,213256529.5453799
2022-02-19,207147949.28088072
2022-02-20,207147949.28088072
2022-02-21,171001327.25871363
2022-02-22,171001327.25871363
2022-02-23,208538203.974041
2022-02-24,208538203.974041
2022-02-25,186294128.8834766
2022-02-26,186294128.8834766
2022-02-27,189074638.26979718
2022-02-28,189074638.26979718
2022-03-01,225221260.29196426
2022-03-02,225221260.29196426
2022-03-03,204908164.05639085
2022-03-04,204908164.05639085
2022-03-05,168452735.66472492
2022-03-06,168452735.66472492
2022-03-07,202691096.5721893
2022-03-08,202691096.5721893
2022-03-09,188995752.20920354
2022-03-10,188995752.20920354
2022-03-11,188995752.20920354
2022-03-12,188995752.20920354
2022-03-13,206799699.88108504
2022-03-14,206799699.88108504
2022-03-15,190365286.64550212
2022-03-16,190365286.64550212
2022-03-17,217523034.50856918
2022-03-18,217523034.50856918
2022-03-19,211525632.75648364
2022-03-20,211525632.75648364
2022-03-21,208796269.7531742
2022-03-22,208796269.7531742
2022-03-23,197878817.73993632
2022-03-24,197878817.73993632
2022-03-25,212890314.25813842
2022-03-26,212890314.25813842
2022-03-27,178773276.7167701
2022-03-28,178773276.7167701
2022-03-29,206066906.74986473
2022-03-30,206066906.74986473
2022-03-31,194247387.85170582
2022-04-01,194247387.85170582
2022-04-02,191845154.95341378
2022-04-03,191845154.95341378
2022-04-04,224529885.05658796
2022-04-05,224529885.05658796
2022-04-06,213161283.28157085
2022-04-07,213161283.28157085
2022-04-08,190424079.73153663
2022-04-09,190424079.73153663
2022-04-10,198950531.06279945
2022-04-11,198950531.06279945
2022-04-12,217424508.94720227
2022-04-13,217424508.94720227
2022-04-14,194492275.55499536
2022-04-15,194492275.55499536
2022-04-16,188017878.85839576
2022-04-17,188017878.85839576
2022-04-18,188017878.85839576
2022-04-19,188017878.85839576
2022-04-20,224498959.83092037
2022-04-21,224498959.83092037
2022-04-22,189420997.35733905
2022-04-23,189420997.35733905
2022-04-24,239933263.31929615
2022-04-25,239933263.31929615
2022-04-26,196436589.85205528
2022-04-27,196436589.85205528
2022-04-28,195503620.58301136
2022-04-29,195503620.58301136
2022-04-30,222163205.20796743
2022-05-01,222163205.20796743
2022-05-02,236974085.55516526
2022-05-03,236974085.55516526
2022-05-04,216238853.06908828
2022-05-05,216238853.06908828
2022-05-06,210314500.93020916
2022-05-07,210314500.93020916
2022-05-08,229568645.3815663
2022-05-09,229568645.3815663
2022-05-10,226823707.2333046
2022-05-11,226823707.2333046
2022-05-12,209722591.14017138
2022-05-13,209722591.14017138
2022-05-14,219043595.19084564
2022-05-15,219043595.19084564
2022-05-16,254774110.71843037
2022-05-17,254774110.71843037
2022-05-18,208169090.46505895
2022-05-19,208169090.46505895
2022-05-20,198848086.4143847
2022-05-21,198848086.4143847
2022-05-22,189527082.3637104
2022-05-23,189527082.3637104
2022-05-24,186420081.01348567
2022-05-25,186420081.01348567
2022-05-26,209555369.85718095
2022-05-27,209555369.85718095
2022-05-28,219958827.93519703
2022-05-29,219958827.93519703
2022-05-30,228876077.71635368
2022-05-31,228876077.71635368
2022-06-01,202124328.37288374
2022-06-02,202124328.37288374
2022-06-03,212527786.45089987
2022-06-04,212527786.45089987
2022-06-05,216986411.34147817
2022-06-06,216986411.34147817
2022-06-07,240765744.0912292
2022-06-08,240765744.0912292
2022-06-09,219787040.37955952
2022-06-10,219787040.37955952
2022-06-11,231830165.87980935
2022-06-12,231830165.87980935
2022-06-13,200216961.44165352
2022-06-14,200216961.44165352
2022-06-15,248389463.44265285
2022-06-16,248389463.44265285
2022-06-17,162582194.2533728
2022-06-18,162582194.2533728
2022-06-19,200216961.44165352
2022-06-20,200216961.44165352
2022-06-21,225808603.12968442
2022-06-22,225808603.12968442
2022-06-23,223431040.49785998
2022-06-24,223431040.49785998
2022-06-25,221961099.44195303
2022-06-26,221961099.44195303
2022-06-27,199911983.60334843
2022-06-28,199911983.60334843
2022-06-29,221961099.44195303
2022-06-30,221961099.44195303
2022-07-01,196972101.49153444
2022-07-02,196972101.49153444
2022-07-03,227840863.6655809
2022-07-04,227840863.6655809
2022-07-05,173453044.59702292
2022-07-06,173453044.59702292
2022-07-07,227544125.37384427
2022-07-08,227544125.37384427
2022-07-09,194191927.5551512
2022-07-10,194191927.5551512
2022-07-11,178250799.1737582
2022-07-12,178250799.1737582
2022-07-13,159411283.8139301
2022-07-14,159411283.8139301
2022-07-15,205785475.4688916
2022-07-16,205785475.4688916
2022-07-17,179699992.6629758
2022-07-18,179699992.6629758
2022-07-19,199988701.51202142
2022-07-20,199988701.51202142
2022-07-21,199187652.45519632
2022-07-22,199187652.45519632
2022-07-23,211997173.07851613
2022-07-24,211997173.07851613
2022-07-25,195477912.83863172
2022-07-26,195477912.83863172
2022-07-27,227139828.29841012
2022-07-28,227139828.29841012
2022-07-29,200984332.91859323
2022-07-30,200984332.91859323
2022-07-31,209243963.0385354
2022-08-01,209243963.0385354
2022-08-02,213373778.09850645
2022-08-03,213373778.09850645
2022-08-04,183173748.80206442
2022-08-05,183173748.80206442
2022-08-06,225491829.07577893
2022-08-07,225491829.07577893
2022-08-08,201682132.83796376
2022-08-09,201682132.83796376
2022-08-10,207284414.30568495
2022-08-11,207284414.30568495
2022-08-12,215687836.5072668
2022-08-13,215687836.5072668
2022-08-14,186275858.8017304
2022-08-15,186275858.8017304
2022-08-16,207284414.30568495
2022-08-17,207284414.30568495
2022-08-18,202403376.03316846
2022-08-19,202403376.03316846
2022-08-20,209995536.33219454
2022-08-21,209995536.33219454
2022-08-22,204358072.2695853
2022-08-23,204358072.2695853
2022-08-24,205767438.2852376
2022-08-25,205767438.2852376
2022-08-26,248048418.754807
2022-08-27,248048418.754807
2022-08-28,226907928.52002233
2022-08-29,226907928.52002233
2022-08-30,228317294.5356746
2022-08-31,228317294.5356746
2022-09-01,212503108.15739748
2022-09-02,212503108.15739748
2022-09-03,226362006.5154886
2022-09-04,226362006.5154886
2022-09-05,235601272.08754936
2022-09-06,235601272.08754936
2022-09-07,224822128.92014512
2022-09-08,224822128.92014512
2022-09-09,226362006.5154886
2022-09-10,226362006.5154886
2022-09-11,281797599.94785315
2022-09-12,281797599.94785315
2022-09-13,211972242.0735515
2022-09-14,211972242.0735515
2022-09-15,234168569.26233754
2022-09-16,234168569.26233754
2022-09-17,270807188.94283926
2022-09-18,270807188.94283926
2022-09-19,207087850.36805362
2022-09-20,207087850.36805362
2022-09-21,224610668.47611964
2022-09-22,224610668.47611964
2022-09-23,215052767.68990183
2022-09-24,215052767.68990183
2022-09-25,234168569.26233754
2022-09-26,234168569.26233754
2022-09-27,205494866.90368393
2022-09-28,205494866.90368393
2022-09-29,222928606.67506388
2022-09-30,222928606.67506388
2022-10-01,282168376.2810249
2022-10-02,282168376.2810249
2022-10-03,240076961.03468415
2022-10-04,240076961.03468415
2022-10-05,272814728.44850475
2022-10-06,272814728.44850475
2022-10-07,266578963.2268246
2022-10-08,266578963.2268246
2022-10-09,246312726.25636423
2022-10-10,246312726.25636423
2022-10-11,277924882.20287925
2022-10-12,277924882.20287925
2022-10-13,253141771.68797284
2022-10-14,253141771.68797284
2022-10-15,269073771.3046984
2022-10-16,269073771.3046984
2022-10-17,265533326.94542602
2022-10-18,265533326.94542602
2022-10-19,267303549.1250622
2022-10-20,267303549.1250622
2022-10-21,276154660.02324307
2022-10-22,276154660.02324307
2022-10-23,274506216.9071191
2022-10-24,274506216.9071191
2022-10-25,223395628.7898574
2022-10-26,223395628.7898574
2022-10-27,247200081.03795698
2022-10-28,247200081.03795698
2022-10-29,261848974.7290952
2022-10-30,261848974.7290952
2022-10-31,316782326.0708633
2022-11-01,316782326.0708633
2022-11-02,223395628.7898574
2022-11-03,223395628.7898574
2022-11-04,236213410.7696033
2022-11-05,236213410.7696033
2022-11-06,250862304.46074155
2022-11-07,250862304.46074155
2022-11-08,297875786.9173795
2022-11-09,297875786.9173795
2022-11-10,268636445.8702748
2022-11-11,268636445.8702748
2022-11-12,305185622.17915577
2022-11-13,305185622.17915577
2022-11-14,224777434.2996177
2022-11-15,224777434.2996177
2022-11-16,274118822.31660694
2022-11-17,274118822.31660694
2022-11-18,254016775.34672245
2022-11-19,254016775.34672245
2022-11-20,272375605.3694332
2022-11-21,272375605.3694332
2022-11-22,231439196.90173405
2022-11-23,231439196.90173405
2022-11-24,236949653.97082296
2022-11-25,236949653.97082296
2022-11-26,200213273.51023027
2022-11-27,200213273.51023027
2022-11-28,255317844.20111936
2022-11-29,255317844.20111936
2022-11-30,253481025.1780897
2022-12-01,253481025.1780897
2022-12-02,229602377.87870446
2022-12-03,229602377.87870446
2022-12-04,257154663.22414896
2022-12-05,257154663.22414896
2022-12-06,231289584.01772717
2022-12-07,231289584.01772717
2022-12-08,284283257.94883054
2022-12-09,284283257.94883054
2022-12-10,262153423.49772403
2022-12-11,262153423.49772403
2022-12-12,243428178.96217236
2022-12-13,243428178.96217236
2022-12-14,251939653.75105944
2022-12-15,251939653.75105944
2022-12-16,221298344.51106575
2022-12-17,221298344.51106575
2022-12-18,246832768.87772718
2022-12-19,246832768.87772718
2022-12-20,246114015.1556391
2022-12-21,246114015.1556391
2022-12-22,237324228.90008065
2022-12-23,237324228.90008065
2022-12-24,156458195.34894204
2022-12-25,156458195.34894204
2022-12-26,226776485.39341035
2022-12-27,226776485.39341035
2022-12-28,295336818.18676704
2022-12-29,295336818.18676704
2022-12-30,277757245.6756499
2022-12-31,277757245.6756499
2023-01-01,272483373.92231476
2023-01-02,272483373.92231476
2023-01-03,261883481.8059322
2023-01-04,261883481.8059322
2023-01-05,266083690.039913
2023-01-06,266083690.039913
2023-01-07,260999288.3194051
2023-01-08,260999288.3194051
2023-01-09,257609687.17239982
2023-01-10,257609687.17239982
2023-01-11,249135684.30488667
2023-01-12,249135684.30488667
2023-01-13,269473291.1869182
2023-01-14,269473291.1869182
2023-01-15,280250606.7848099
2023-01-16,280250606.7848099
2023-01-17,291506527.527517
2023-01-18,291506527.527517
2023-01-19,270951580.07365364
2023-01-20,270951580.07365364
2023-01-21,257871158.96664968
2023-01-22,257871158.96664968
2023-01-23,295243790.7009466
2023-01-24,295243790.7009466
2023-01-25,327010527.67509925
2023-01-26,327010527.67509925
2023-01-27,287769264.3540873
2023-01-28,287769264.3540873
2023-01-29,311001352.7915209
2023-01-30,311001352.7915209
2023-01-31,224956785.42909947
2023-02-01,224956785.42909947
2023-02-02,283641164.23669064
2023-02-03,283641164.23669064
2023-02-04,266035850.5944133
2023-02-05,266035850.5944133
2023-02-06,289509602.11744976
2023-02-07,289509602.11744976
2023-02-08,269948142.5149194
2023-02-09,269948142.5149194
2023-02-10,287553456.1571967
2023-02-11,287553456.1571967
2023-02-12,313943411.7760057
2023-02-13,313943411.7760057
2023-02-14,299757181.5196575
2023-02-15,299757181.5196575
2023-02-16,348419061.63648504
2023-02-17,348419061.63648504
2023-02-18,327007834.38508093
2023-02-19,327007834.38508093
2023-02-20,286131855.0869458
2023-02-21,286131855.0869458
2023-02-22,272506528.65423405
2023-02-23,272506528.65423405
2023-02-24,262774152.6308686
2023-02-25,262774152.6308686
2023-02-26,359556658.1833338
2023-02-27,359556658.1833338
2023-02-28,293209893.8756949
2023-03-01,293209893.8756949
2023-03-02,308191421.3000004
2023-03-03,308191421.3000004
2023-03-04,325313166.92777824
2023-03-05,325313166.92777824
2023-03-06,282508802.8583337
2023-03-07,282508802.8583337
2023-03-08,284649021.0618059
2023-03-09,284649021.0618059
2023-03-10,291564668.6842239
2023-03-11,291564668.6842239
2023-03-12,348559824.50563854
2023-03-13,348559824.50563854
2023-03-14,316085306.6945542
2023-03-15,316085306.6945542
2023-03-16,290105692.4456867
2023-03-17,290105692.4456867
2023-03-18,350724792.3597108
2023-03-19,350724792.3597108
2023-03-20,333405049.5271326
2023-03-21,333405049.5271326
2023-03-22,344229888.79749393
2023-03-23,344229888.79749393
2023-03-24,377232885.49311894
2023-03-25,377232885.49311894
2023-03-26,335318120.4383279
2023-03-27,335318120.4383279
2023-03-28,312032139.85233283
2023-03-29,312032139.85233283
2023-03-30,360932699.0829224
2023-03-31,360932699.0829224
2023-04-01,326003728.2039299
2023-04-02,326003728.2039299
2023-04-03,305046345.6765345
2023-04-04,305046345.6765345
2023-04-05,323675130.1453304
2023-04-06,323675130.1453304
2023-04-07,338032942.16648775
2023-04-08,338032942.16648775
2023-04-09,347554996.87540287
2023-04-10,347554996.87540287
2023-04-11,366599106.2932332
2023-04-12,366599106.2932332
2023-04-13,338032942.16648775
2023-04-14,338032942.16648775
2023-04-15,376121161.0021483
2023-04-16,376121161.0021483
2023-04-17,368979619.9704619
2023-04-18,368979619.9704619
2023-04-19,330891401.13480145
2023-04-20,330891401.13480145
2023-04-21,351118490.9644334
2023-04-22,351118490.9644334
2023-04-23,355961504.6329083
2023-04-24,355961504.6329083
2023-04-25,302688354.2796839
2023-04-26,302688354.2796839
2023-04-27,314795888.4508713
2023-04-28,314795888.4508713
2023-04-29,331746436.2905336
2023-04-30,331746436.2905336
2023-05-01,440714243.83121973
2023-05-02,440714243.83121973
2023-05-03,341432463.6274834
2023-05-04,341432463.6274834
2023-05-05,283977798.47865146
2023-05-06,283977798.47865146
2023-05-07,331705159.5675005
2023-05-08,331705159.5675005
2023-05-09,360341576.2208098
2023-05-10,360341576.2208098
2023-05-11,360341576.2208098
2023-05-12,360341576.2208098
2023-05-13,346023367.89415514
2023-05-14,346023367.89415514
2023-05-15,350796104.00303996
2023-05-16,350796104.00303996
2023-05-17,381818888.7107919
2023-05-18,381818888.7107919
2023-05-19,369469365.7613961
2023-05-20,369469365.7613961
2023-05-21,371932494.8664721
2023-05-22,371932494.8664721
2023-05-23,379321882.1817001
2023-05-24,379321882.1817001
2023-05-25,371932494.8664721
2023-05-26,371932494.8664721
2023-05-27,357153720.2360163
2023-05-28,357153720.2360163
2023-05-29,399026915.0223079
2023-05-30,399026915.0223079
2023-05-31,349729770.9452385
2023-06-01,349729770.9452385
2023-06-02,417687139.0684004
2023-06-03,417687139.0684004
2023-06-04,376937174.2812394
2023-06-05,376937174.2812394
2023-06-06,384577792.6788321
2023-06-07,384577792.6788321
2023-06-08,392218411.07642484
2023-06-09,392218411.07642484
2023-06-10,392218411.07642484
2023-06-11,392218411.07642484
2023-06-12,399859029.4740175
2023-06-13,399859029.4740175
2023-06-14,312388214.96659184
2023-06-15,312388214.96659184
2023-06-16,398160232.4659646
2023-06-17,398160232.4659646
2023-06-18,392955523.5448409
2023-06-19,392955523.5448409
2023-06-20,353920206.636413
2023-06-21,353920206.636413
2023-06-22,356522561.09697485
2023-06-23,356522561.09697485
2023-06-24,379943751.2420316
2023-06-25,379943751.2420316
2023-06-26,379943751.2420316
2023-06-27,379943751.2420316
2023-06-28,280545974.4417444
2023-06-29,280545974.4417444
2023-06-30,397786579.2301125
2023-07-01,397786579.2301125
2023-07-02,430515854.7363876
2023-07-03,430515854.7363876
2023-07-04,357504393.99162006
2023-07-05,357504393.99162006
2023-07-06,349951484.25940275
2023-07-07,349951484.25940275
2023-07-08,448139310.7782279
2023-07-09,448139310.7782279
2023-07-10,387716032.92048943
2023-07-11,387716032.92048943
2023-07-12,382989765.58074266
2023-07-13,382989765.58074266
2023-07-14,369831574.5386234
2023-07-15,369831574.5386234
2023-07-16,415390536.6194682
2023-07-17,415390536.6194682
2023-07-18,434150109.2409926
2023-07-19,434150109.2409926
2023-07-20,343032185.0793028
2023-07-21,343032185.0793028
2023-07-22,359111818.75489503
2023-07-23,359111818.75489503
2023-07-24,401990841.889808
2023-07-25,401990841.889808
2023-07-26,381190141.57452464
2023-07-27,381190141.57452464
2023-07-28,364175630.2712082
2023-07-29,364175630.2712082
2023-07-30,437010756.32545
2023-07-31,437010756.32545
2023-08-01,361574375.76927114
2023-08-02,361574375.76927114
2023-08-03,392789429.79251754
2023-08-04,392789429.79251754
2023-08-05,400593193.2983291
2023-08-06,400593193.2983291
2023-08-07,379783157.2828315
2023-08-08,379783157.2828315
2023-08-09,421650114.697692
2023-08-10,421650114.697692
2023-08-11,393261324.6401588
2023-08-12,393261324.6401588
2023-08-13,351591250.5061022
2023-08-14,351591250.5061022
2023-08-15,445348917.3077294
2023-08-16,445348917.3077294
2023-08-17,406283222.8070514
2023-08-18,406283222.8070514
2023-08-19,364613148.6729948
2023-08-20,364613148.6729948
2023-08-21,429722639.5074582
2023-08-22,429722639.5074582
2023-08-23,392623891.9211836
2023-08-24,392623891.9211836
2023-08-25,373269193.0236605
2023-08-26,373269193.0236605
2023-08-27,320735010.301812
2023-08-28,320735010.301812
2023-08-29,436863203.68695074
2023-08-30,436863203.68695074
2023-08-31,398153805.89190453
2023-09-01,398153805.89190453
2023-09-02,420273461.77478814
2023-09-03,420273461.77478814
2023-09-04,411978590.8187068
2023-09-05,411978590.8187068
2023-09-06,364419397.2930779
2023-09-07,364419397.2930779
2023-09-08,358011817.6300677
2023-09-09,358011817.6300677
2023-09-10,395697272.1174433
2023-09-11,395697272.1174433
2023-09-12,379546363.0514252
2023-09-13,379546363.0514252
2023-09-14,436074544.7824885
2023-09-15,436074544.7824885
2023-09-16,417231817.5388007
2023-09-17,417231817.5388007
2023-09-18,419923635.7164705
2023-09-19,419923635.7164705
2023-09-20,414558853.7494199
2023-09-21,414558853.7494199
2023-09-22,366288302.28544635
2023-09-23,366288302.28544635
2023-09-24,414558853.7494199
2023-09-25,414558853.7494199
2023-09-26,386164411.7117884
2023-09-27,386164411.7117884
2023-09-28,414558853.7494199
2023-09-29,414558853.7494199
2023-09-30,391843300.11931473
2023-10-01,391843300.11931473
2023-10-02,445792739.99081457
2023-10-03,445792739.99081457
2023-10-04,373280259.4846018
2023-10-05,373280259.4846018
2023-10-06,455914820.74455184
2023-10-07,455914820.74455184
2023-10-08,421721209.1887104
2023-10-09,421721209.1887104
2023-10-10,461613756.0038587
2023-10-11,461613756.0038587
2023-10-12,470162158.89281905
2023-10-13,470162158.89281905
2023-10-14,416022273.9294035
2023-10-15,416022273.9294035
2023-10-16,416156889.9191482
2023-10-17,416156889.9191482
2023-10-18,439908490.27425945
2023-10-19,439908490.27425945
2023-10-20,406536122.04655695
2023-10-21,406536122.04655695
2023-10-22,464179303.53077024
2023-10-23,464179303.53077024
2023-10-24,382265308.79004604
2023-10-25,382265308.79004604
2023-10-26,455077748.5595787
2023-10-27,455077748.5595787
2023-10-28,485416265.1302173
2023-10-29,485416265.1302173
2023-10-30,482540025.495944
2023-10-31,482540025.495944
2023-11-01,462656326.7648482
2023-11-02,462656326.7648482
2023-11-03,422290338.52361983
2023-11-04,422290338.52361983
2023-11-05,506127391.02463263
2023-11-06,506127391.02463263
2023-11-07,412975110.4679518
2023-11-08,412975110.4679518
2023-11-09,444025870.65351206
2023-11-10,444025870.65351206
2023-11-11,496812162.9689646
2023-11-12,496812162.9689646
2023-11-13,389037994.7160368
2023-11-14,389037994.7160368
2023-11-15,475848125.7683755
2023-11-16,475848125.7683755
2023-11-17,482278505.8463265
2023-11-18,482278505.8463265
2023-11-19,546582306.6258367
2023-11-20,546582306.6258367
2023-11-21,488708885.9242776
2023-11-22,488708885.9242776
2023-11-23,472632935.72940004
2023-11-24,472632935.72940004
2023-11-25,511215216.1971062
2023-11-26,511215216.1971062
2023-11-27,439166010.2949663
2023-11-28,439166010.2949663
2023-11-29,459435210.7701186
2023-11-30,459435210.7701186
2023-12-01,570915813.3834561
2023-12-02,570915813.3834561
2023-12-03,557403013.066688
2023-12-04,557403013.066688
2023-12-05,466191610.9285027
2023-12-06,466191610.9285027
2023-12-07,388493009.1070856
2023-12-08,388493009.1070856
2023-12-09,530377412.4331516
2023-12-10,530377412.4331516
2023-12-11,528635575.20314026
2023-12-12,528635575.20314026
2023-12-13,498523422.18524003
2023-12-14,498523422.18524003
2023-12-15,545364549.1019738
2023-12-16,545364549.1019738
2023-12-17,501869216.9650066
2023-12-18,501869216.9650066
2023-12-19,542018754.3222071
2023-12-20,542018754.3222071
2023-12-21,488486037.84593976
2023-12-22,488486037.84593976
2023-12-23,560327733.6667341
2023-12-24,560327733.6667341
2023-12-25,497542848.9451839
2023-12-26,497542848.9451839
2023-12-27,461748399.3807821
2023-12-28,461748399.3807821
2023-12-29,540496188.4224659
2023-12-30,540496188.4224659
2023-12-31,558393413.2046669
2024-01-01,558393413.2046669
2024-01-02,468907289.29366255
2024-01-03,468907289.29366255
2024-01-04,608505642.5948291
2024-01-05,608505642.5948291
2024-01-06,509059003.5142141
2024-01-07,509059003.5142141
2024-01-08,447556918.3163843
2024-01-09,447556918.3163843
2024-01-10,483943659.64291966
2024-01-11,483943659.64291966
2024-01-12,611297254.2857933
2024-01-13,611297254.2857933
2024-01-14,465750288.9796519
2024-01-15,465750288.9796519
2024-01-16,454834266.5816914
2024-01-17,454834266.5816914
2024-01-18,516691726.83680135
2024-01-19,516691726.83680135
2024-01-20,513378340.1866717
2024-01-21,513378340.1866717
2024-01-22,559487254.5869052
2024-01-23,559487254.5869052
2024-01-24,524519301.1752236
2024-01-25,524519301.1752236
2024-01-26,531512891.8575599
2024-01-27,531512891.8575599
2024-01-28,559487254.5869052
2024-01-29,559487254.5869052
2024-01-30,503538529.1282147
2024-01-31,503538529.1282147
2024-02-01,535009687.19872814
2024-02-02,535009687.19872814
2024-02-03,566738184.6284933
2024-02-04,566738184.6284933
2024-02-05,585504349.682417
2024-02-06,585504349.682417
2024-02-07,600517281.7255559
2024-02-08,600517281.7255559
2024-02-09,623036679.7902641
2024-02-10,623036679.7902641
2024-02-11,514192922.47750723
2024-02-12,514192922.47750723
2024-02-13,506686456.4559378
2024-02-14,506686456.4559378
2024-02-15,605343973.9976323
2024-02-16,605343973.9976323
2024-02-17,609388003.457412
2024-02-18,609388003.457412
2024-02-19,552511789.8013868
2024-02-20,552511789.8013868
2024-02-21,560636963.180819
2024-02-22,560636963.180819
2024-02-23,645951283.6648567
2024-02-24,645951283.6648567
2024-02-25,666264217.113437
2024-02-26,666264217.113437
2024-02-27,524073682.9733743
2024-02-28,524073682.9733743
