date_utc,fng_value,fng_class,fng_sma_7,fng_sma_30,fng_z180
2023-02-27 00:00:00+00:00,50.0,Neutral,54.42857142857143,55.4,1.3459856363654106
2023-02-28 00:00:00+00:00,53.0,Neutral,53.42857142857143,55.333333333333336,1.556190831754467
2023-03-01 00:00:00+00:00,50.0,Neutral,52.142857142857146,54.96666666666667,1.3105768313968758
2023-03-02 00:00:00+00:00,51.0,Neutral,51.42857142857143,54.96666666666667,1.3700995049754785
2023-03-03 00:00:00+00:00,50.0,Neutral,51.0,54.766666666666666,1.2789319253848779
2023-03-04 00:00:00+00:00,50.0,Neutral,50.714285714285715,54.43333333333333,1.2639745318359572
2023-03-05 00:00:00+00:00,47.0,Neutral,50.142857142857146,54.0,1.025253768752997
2023-03-06 00:00:00+00:00,48.0,Neutral,49.857142857142854,53.666666666666664,1.0887974499639552
2023-03-07 00:00:00+00:00,49.0,Neutral,49.285714285714285,53.36666666666667,1.1512986636340359
2023-03-08 00:00:00+00:00,50.0,Neutral,49.285714285714285,53.166666666666664,1.2127167068087972
2023-03-09 00:00:00+00:00,44.0,Fear,48.285714285714285,52.833333333333336,0.7531400206286618
2023-03-10 00:00:00+00:00,34.0,Fear,46.0,52.03333333333333,-0.0029302169293011792
2023-03-11 00:00:00+00:00,33.0,Fear,43.57142857142857,51.3,-0.08173191502124746
2023-03-12 00:00:00+00:00,33.0,Fear,41.57142857142857,50.8,-0.08131128427927849
2023-03-13 00:00:00+00:00,49.0,Neutral,41.714285714285715,50.8,1.1135761457462272
2023-03-14 00:00:00+00:00,56.0,Greed,42.714285714285715,51.0,1.6175998912295577
2023-03-15 00:00:00+00:00,50.0,Neutral,42.714285714285715,51.06666666666667,1.1561296661151133
2023-03-16 00:00:00+00:00,52.0,Neutral,43.857142857142854,51.13333333333333,1.2902028975482196
2023-03-17 00:00:00+00:00,51.0,Neutral,46.285714285714285,51.06666666666667,1.2019626295569137
2023-03-18 00:00:00+00:00,64.0,Greed,50.714285714285715,51.13333333333333,2.128961953588925
2023-03-19 00:00:00+00:00,63.0,Greed,55.0,51.2,2.0201163803358324
2023-03-20 00:00:00+00:00,66.0,Greed,57.42857142857143,51.4,2.1961498866142173
2023-03-21 00:00:00+00:00,68.0,Greed,59.142857142857146,51.666666666666664,2.293568914746854
2023-03-22 00:00:00+00:00,62.0,Greed,60.857142857142854,51.8,1.8388165895853257
2023-03-23 00:00:00+00:00,57.0,Greed,61.57142857142857,51.7,1.4661701099619362
