date,btc_open,btc_high,btc_low,btc_close,btc_volume,eth_open,eth_high,eth_low,eth_close,eth_volume,spx_close,m2,fg_fng_value,gt_gt_bitcoin,hr_hash_rate
2019-01-02,3849.21630859375,3947.981201171875,3817.409423828125,3943.409423828125,5244856836,141.51951599121094,156.92913818359375,140.6509552001953,155.0476837158203,3328240369.0,2510.030029296875,14549.1,30.0,7.051,42174589.1025465
2019-01-03,3931.048583984375,3935.68505859375,3826.222900390625,3836.7412109375,4530215219,155.196044921875,155.86305236816406,147.1983642578125,149.135009765625,2676164880.0,2447.889892578125,14549.1,33.0,7.345,42174589.1025465
2019-01-04,3832.0400390625,3865.9345703125,3783.853759765625,3857.717529296875,4847965467,148.9128875732422,156.8789825439453,147.9071044921875,154.58193969726562,3126192535.0,2531.93994140625,14549.1,48.0,7.051,41615985.2733737
2019-01-05,3851.973876953125,3904.903076171875,3836.900146484375,3845.194580078125,5137609824,154.33741760253906,160.82489013671875,154.33741760253906,155.6385955810547,3338211928.0,2531.93994140625,14549.1,36.0,6.17,41615985.2733737
2019-01-06,3836.51904296875,4093.29736328125,3826.51318359375,4076.632568359375,5597027440,155.80422973632812,159.37144470214844,152.08592224121094,157.74620056152344,3231294371.0,2531.93994140625,14549.1,31.0,6.17,39381569.9566825
2019-01-07,4078.5849609375,4092.613525390625,4020.89404296875,4025.248291015625,5228625637,157.8094940185547,158.45042419433594,151.15072631835938,151.69921875,2712108388.0,2549.68994140625,14549.1,39.0,7.051,39381569.9566825
2019-01-08,4028.47216796875,4109.02099609375,3996.955322265625,4030.847900390625,5306593305,151.96754455566406,153.6257781982422,148.66954040527344,150.35963439941406,2459808140.0,2574.409912109375,14549.1,39.0,6.464,47202023.5651017
2019-01-09,4031.552001953125,4068.403564453125,4022.662841796875,4035.29638671875,5115905225,150.5546875,153.62225341796875,150.2883758544922,150.80311584472656,2369241197.0,2584.9599609375,14549.1,42.0,7.051,47202023.5651017
2019-01-10,4034.411376953125,4064.066650390625,3659.174560546875,3678.924560546875,6874143796,150.843505859375,152.1482696533203,126.52937316894533,128.62518310546875,3397734456.0,2596.639892578125,14549.1,37.0,7.639,43571098.6754785
2019-01-11,3674.015380859375,3713.8818359375,3653.06982421875,3687.365478515625,5538712865,127.81396484375,130.1659393310547,125.24494171142578,127.54832458496094,2667585234.0,2596.260009765625,14549.1,19.0,6.758,43571098.6754785
2019-01-12,3686.97314453125,3698.978271484375,3653.810791015625,3661.301025390625,4778170883,127.52808380126952,128.66612243652344,125.4467544555664,125.9665298461914,2212109224.0,2596.260009765625,14549.1,22.0,5.876,38543664.2129233
2019-01-13,3658.8681640625,3674.760009765625,3544.92724609375,3552.953125,4681302466,125.9072265625,126.26787567138672,116.08596801757812,116.8978042602539,2268263944.0,2596.260009765625,14549.1,21.0,5.876,38543664.2129233
2019-01-14,3557.31103515625,3727.836181640625,3552.28515625,3706.05224609375,5651384490,116.97909545898438,130.8567352294922,116.96755981445312,129.0687255859375,2798085735.0,2582.610107421875,14549.1,16.0,6.758,43423390.2168908
2019-01-15,3704.21630859375,3720.1533203125,3619.94921875,3630.67529296875,5537192302,129.1726837158203,130.74356079101562,120.3115234375,122.03271484375,2735449164.0,2610.300048828125,14549.1,27.0,6.17,43423390.2168908
2019-01-16,3631.509765625,3685.777099609375,3624.67333984375,3655.0068359375,5394457145,121.80924224853516,127.11824798583984,121.44141387939452,123.54706573486328,2746469340.0,2616.10009765625,14549.1,24.0,6.464,38901788.6362525
2019-01-17,3651.87109375,3680.135986328125,3621.9609375,3678.56396484375,5464420383,123.57353973388672,124.27072143554688,120.81703186035156,123.7419204711914,2594091285.0,2635.9599609375,14549.1,28.0,5.876,38901788.6362525
2019-01-18,3677.990478515625,3682.52001953125,3637.080810546875,3657.83935546875,5002961727,123.65465545654295,123.84169006347656,120.2418975830078,121.01026153564452,2305389800.0,2670.7099609375,14501.8,29.0,5.876,40364261.8932544
2019-01-19,3652.3779296875,3758.533447265625,3652.3779296875,3728.568359375,5955691380,121.61442565917967,125.90422821044922,121.1610336303711,124.5190200805664,3048261797.0,2670.7099609375,14501.8,31.0,5.289,40364261.8932544
2019-01-20,3725.446044921875,3743.387939453125,3583.01953125,3601.013671875,5582489560,124.63240051269533,125.07038879394533,118.70232391357422,119.4748306274414,2964108269.0,2670.7099609375,14501.8,35.0,4.995,45921660.2698619
2019-01-21,3600.372802734375,3608.8408203125,3558.537109375,3576.032470703125,5004347059,119.63645935058594,119.71543884277344,116.15744018554688,117.15785217285156,2421720343.0,2670.7099609375,14501.8,30.0,5.582,45921660.2698619
2019-01-22,3575.081298828125,3620.74658203125,3539.721435546875,3604.5771484375,5313623556,117.11075592041016,119.66434478759766,114.67668151855467,118.74755096435548,2552507405.0,2632.89990234375,14501.8,27.0,5.289,38024304.6820513
2019-01-23,3605.55712890625,3623.06787109375,3565.31396484375,3585.123046875,5433755649,118.71381378173828,119.42279815673828,116.37664794921876,117.45260620117188,2556952198.0,2638.699951171875,14501.8,33.0,5.289,38024304.6820513
2019-01-24,3584.500244140625,3616.08740234375,3569.0927734375,3600.865478515625,5262869046,117.46278381347656,118.0321044921875,116.00679779052734,117.36288452148438,2520843420.0,2642.330078125,14501.8,37.0,5.876,47384133.5268639
2019-01-25,3607.390380859375,3612.927734375,3575.597412109375,3599.765869140625,5265847539,117.59495544433594,117.80299377441406,115.83015441894533,116.37834167480467,2606881898.0,2664.760009765625,14410.4,35.0,5.289,47384133.5268639
2019-01-26,3599.71533203125,3654.93310546875,3593.345947265625,3602.46044921875,5098183235,116.37352752685548,118.08411407470705,115.98057556152344,116.48873901367188,2412181169.0,2664.760009765625,14410.4,41.0,4.701,43874197.7100592
2019-01-27,3604.687255859375,3612.67138671875,3567.245849609375,3583.9658203125,5570752966,116.51031494140624,116.68540954589844,113.40528869628906,113.40528869628906,2775888287.0,2664.760009765625,14410.4,39.0,4.995,43874197.7100592
2019-01-28,3584.283203125,3586.7509765625,3439.23291015625,3470.450439453125,6908930483,113.28523254394533,113.688232421875,103.33646392822266,106.58997344970705,3366895505.0,2643.85009765625,14410.4,35.0,6.464,42070546.8156134
2019-01-29,3468.8701171875,3476.0654296875,3400.81982421875,3448.116943359375,5897159493,106.72195434570312,107.16578674316406,103.99922943115234,105.59821319580078,2900418606.0,2640.0,14410.4,21.0,6.17,42070546.8156134
2019-01-30,3443.89697265625,3495.1748046875,3429.387939453125,3486.181640625,5955112627,105.4072036743164,109.4529800415039,104.8437957763672,108.90753936767578,2874370355.0,2681.050048828125,14410.4,22.0,5.582,39310584.1188136
2019-01-31,3485.4091796875,3504.804931640625,3447.915771484375,3457.792724609375,5831198271,108.90077209472656,110.45835876464844,106.52535247802734,107.0610122680664,2828796031.0,2704.10009765625,14410.4,17.0,5.582,39310584.1188136
2019-02-01,3460.547119140625,3501.9541015625,3431.591552734375,3487.9453125,5422926707,107.1476821899414,108.63871002197266,105.04650115966795,107.60978698730467,2541271519.0,2706.530029296875,14340.5,23.0,5.582,45669649.196857
2019-02-02,3484.6259765625,3523.287353515625,3467.57470703125,3521.060791015625,5071623601,107.46641540527344,110.65387725830078,106.7640151977539,110.43025970458984,2385157838.0,2706.530029296875,14340.5,22.0,4.995,45669649.196857
2019-02-03,3516.1396484375,3521.38818359375,3447.92431640625,3464.013427734375,5043937584,110.49031829833984,110.82735443115234,106.5639877319336,107.49266815185548,2519334757.0,2706.530029296875,14340.5,19.0,4.995,39888680.9440903
2019-02-04,3467.211669921875,3476.223876953125,3442.5869140625,3459.154052734375,5332718886,107.62582397460938,108.70103454589844,107.06742095947266,107.82160186767578,2491888675.0,2724.8701171875,14340.5,27.0,5.582,39888680.9440903
2019-02-05,3454.950927734375,3478.148193359375,3451.93701171875,3466.357421875,5227549545,107.62816619873048,108.1347885131836,106.90989685058594,107.44351959228516,2515863999.0,2737.699951171875,14340.5,21.0,7.051,42490116.6578353
