ds,y,btc_volume_log1p,spx_close,hr_hash_rate,fg_fng_value,gt_bitcoin,btc_eth_ratio,fg_fng_value_ma30,gt_bitcoin_ma30,hr_hash_rate_ma30,fg_fng_value_z91d,gt_bitcoin_z91d,hr_hash_rate_z91d,fg_fng_value_z91d_l1,fg_fng_value_z91d_l3,fg_fng_value_z91d_l7,fg_fng_value_z91d_l14,gt_bitcoin_z91d_l28,gt_bitcoin_z91d_l35,gt_bitcoin_z91d_l42,gt_bitcoin_z91d_l49,gt_bitcoin_z91d_l56,hr_hash_rate_z91d_l14,hr_hash_rate_z91d_l28,m2_ma30,m2_lag30,rsi_14,sma_50,sma_200,macd_12_26,macd_signal_9,macd_hist,sma_ratio_50_200
2019-06-26,13016.2314453125,24.53227519675053,2913.780029296875,53775192.2320125,95.0,29.381,38.652141856147246,67.2,11.487966666666669,55152276.85528685,2.4189490691560387,5.263745804783184,0.5651499523504505,1.8826401323011992,1.7266211138746628,1.7572520225190869,0.0570720132417098,1.2218648014567255,0.9711114626249616,3.1825471523469098,1.6397524291997252,-0.1791787331822771,0.830903333859409,1.6622013530210715,14697.66,14593.3,87.85216241947633,8456.62806640625,7407.26177657278,1015.0172744827669,664.1864679269111,350.8308065558558,1.141667234328391
2019-06-27,11182.806640625,24.41158201304907,2924.919921875,55539973.1845089,92.0,24.386,38.00216249581802,67.9,11.928666666666668,55181628.890623294,2.111801666070109,3.615203149376287,0.8464439346461226,2.4189490691560387,1.3771353309466363,1.6316473870882475,0.3225051160697413,1.0961562662176716,0.8486316141797297,2.678708506327483,1.9548757224601976,0.2073401225478645,1.3906810242415657,1.4047612653200106,14704.436666666666,14593.3,63.19057867286556,8560.635048828124,7456.294826755276,992.2267671568734,729.7945277729036,262.4322393839698,1.1481084436347884
2019-06-28,12407.33203125,24.28111812501284,2941.760009765625,55539973.1845089,62.0,19.392,39.86597474450781,67.6,12.2029,55210980.92595974,-0.1762563878360926,2.289087365439039,0.8287223212829706,2.111801666070109,1.8826401323011992,1.820629312969447,0.6739710198691984,0.9738802453254436,0.8316153365913894,2.448850646095715,2.4037932914351927,1.35364594902946,1.357507573527128,1.3791665403161912,14707.2,14593.3,69.37422888652466,8685.29111328125,7519.769662710337,1060.7464661718368,795.9849154526903,264.7615507191465,1.1549943020662716
2019-06-29,11959.37109375,24.12192537196495,2941.760009765625,68631991.643206,74.0,13.809,37.36615708511598,67.63333333333334,12.300833333333337,55709912.030533865,0.7251405691217119,0.920501020461941,2.8632707301203113,-0.1762563878360926,2.4189490691560387,1.6911724289076755,1.368468829662945,0.3566460358845214,0.2965000392184972,1.094727265522101,3.385105607974623,0.3689949087040065,0.9009936478329948,1.841998133102109,14709.963333333337,14593.3,65.06787624567745,8796.901552734374,7575.967149179193,1066.60693658331,850.1093196788144,216.49761690449566,1.1611588830196367
2019-06-30,10817.1552734375,24.028556889292428,2941.760009765625,68631991.643206,78.0,12.634,37.21123053991979,68.2,12.369400000000002,56208843.13510799,1.008465783414702,0.6191643664206392,2.7195843107561952,0.7251405691217119,2.111801666070109,1.7266211138746628,1.7663724427261989,0.3437321637819535,0.5005103632444989,1.4978520348676712,3.696730221649194,0.5495932168652313,0.881194862161067,1.7866304765690018,14713.083333333334,14582.6,55.59205499515957,8869.149228515626,7616.4820007324215,967.9264768912071,873.672751121293,94.25372576991413,1.1644679561591222
2019-07-01,10583.134765625,24.103531991733405,2964.330078125,56404452.902175,65.0,14.397,36.04105245129095,68.3,12.5555,56222517.10733605,0.0175499911748633,1.026561899148068,0.8002498662064883,1.008465783414702,-0.1762563878360926,1.3771353309466363,2.0457698764884387,0.5334622534226271,2.200466081853828,1.670147918180359,3.776041006420981,0.5385323860711668,-0.0730483188545767,-0.7479993876078499,14716.203333333337,14582.6,53.861369904342034,8941.3644921875,7653.107343508874,860.9139226415118,871.1209854253368,-10.207062783824995,1.1683312530264305
2019-07-02,10801.677734375,24.157765659181916,2973.010009765625,56404452.902175,63.0,14.984,37.043243392591464,68.3,12.761166666666666,56236191.07956412,-0.1371430183133439,1.159958455645682,0.7864289917937635,0.0175499911748633,0.7251405691217119,1.8826401323011992,1.895994307147204,1.0197677011616142,1.250171079423144,1.6267406739010708,4.426698910024811,1.488916045631176,-0.0655528082349111,-0.7450452743670526,14719.323333333332,14582.6,55.26208143282906,9001.09974609375,7691.504543397485,784.6948201223331,853.8357523647361,-69.14093224240298,1.17026515362595
2019-07-03,11961.26953125,24.150666698856863,2995.820068359375,67843118.1760427,79.0,12.928,39.46311611581981,68.73333333333333,12.8787,57026698.15022148,1.0682218520082094,0.662490163186359,2.4487200188543707,-0.1371430183133439,1.008465783414702,2.4189490691560387,1.7572520225190869,0.4987514568240194,1.2218648014567255,0.9711114626249616,3.1825471523469098,1.6397524291997252,2.973823169825091,2.3894123000769816,14722.443333333333,14582.6,61.87569638340386,9080.43681640625,7742.947495058358,808.5396572711543,844.7765333460197,-36.23687607486545,1.172736457557215
2019-07-04,11215.4375,23.978292052270465,2995.820068359375,67843118.1760427,76.0,12.928,39.41835519497103,69.86666666666666,12.947266666666668,57817205.22087883,0.8258729180907265,0.6538590320623519,2.3500033249368557,1.0682218520082094,0.0175499911748633,2.111801666070109,1.6316473870882475,0.283746450591916,1.0961562662176716,0.8486316141797297,2.678708506327483,1.9548757224601976,2.81823707279713,2.2953282706131195,14725.563333333334,14582.6,56.12836662560163,9140.64220703125,7784.2866617838545,758.5108102963422,827.5233887360843,-69.01257843974201,1.1742427539194156
2019-07-05,10978.4599609375,23.89456692757288,2990.409912109375,74548542.6469306,67.0,12.046,38.11997982855544,71.2,13.0354,58324435.36260803,0.1402805094519227,0.4296527482235018,3.12141631044865,0.8258729180907265,-0.1371430183133439,-0.1762563878360926,1.820629312969447,0.5751986186788095,0.9738802453254436,0.8316153365913894,2.448850646095715,2.4037932914351927,-0.142307352941948,2.0720200831457665,14732.656666666668,14582.6,54.399383203756734,9202.51322265625,7821.865171185662,691.7662312279426,800.371957234456,-108.60572600651335,1.1765113590242702
2019-07-06,11208.55078125,23.77216081104143,2990.409912109375,74548542.6469306,72.0,9.696,38.979875071425965,72.46666666666667,13.0648,58831665.50433722,0.5114040235424491,-0.1486293495758938,2.9436609344780127,0.1402805094519227,1.0682218520082094,0.7251405691217119,1.6911724289076755,-0.2534124176584438,0.3566460358845214,0.2965000392184972,1.094727265522101,3.385105607974623,-0.1538929126331909,2.007519717189195,14739.75,14582.6,55.82232796916507,9279.806328125,7861.245236418968,649.9449172679069,770.2865492411462,-120.34163197323926,1.180449922250769
2019-07-07,11450.8466796875,23.68694197282796,2990.409912109375,60348820.2379915,67.0,9.696,37.45772210107499,73.8,13.064799999999998,58890293.08176638,0.1359798146839613,-0.1562376352749276,1.027932565189935,0.5114040235424491,0.8258729180907265,1.008465783414702,1.7266211138746628,-0.2640615884166034,0.3437321637819535,0.5005103632444989,1.4978520348676712,3.696730221649194,2.932954157800189,1.184658148527449,14742.45,14714.4,57.33222984865088,9363.3991015625,7902.505023123204,629.1005986017226,742.0493591132615,-112.94876051153892,1.1848646820425461
2019-07-08,12285.9580078125,23.8795234912071,2975.949951171875,60348820.2379915,74.0,11.752,39.22075961491811,74.2,13.2117,58948920.65919555,0.6551162059799346,0.3372497148988749,1.005861497673885,0.1359798146839613,0.1402805094519227,0.0175499911748633,1.3771353309466363,0.3440823288376564,0.5334622534226271,2.200466081853828,1.670147918180359,3.776041006420981,2.7729599082934793,1.158686847282021,14745.15,14714.4,62.13573661834993,9445.16447265625,7952.31698885831,672.2189095985668,728.0832692103226,-55.86435961175573,1.1877248462164562
2019-07-09,12573.8125,24.061449632796982,2979.6298828125,65740170.4585491,84.0,13.515,40.707625308837805,74.93333333333334,13.417366666666664,59323228.24863196,1.3766413631600052,0.752758611760399,1.6750331959562832,0.6551162059799346,0.5114040235424491,-0.1371430183133439,1.8826401323011992,0.1253505483047622,1.0197677011616142,1.250171079423144,1.6267406739010708,4.426698910024811,0.5774203701955982,0.8492135002222271,14747.85,14714.4,63.65460846343412,9537.074541015625,8004.243904713834,721.3031992481046,726.727255217879,-5.424055969774372,1.1915022398804065
2019-07-10,12156.5126953125,24.23861222941016,2993.070068359375,65740170.4585491,83.0,14.103,41.91867404077705,76.16666666666667,13.583866666666664,59697535.83806838,1.2738237135079813,0.8776212508032418,1.6291029504586287,1.3766413631600052,0.1359798146839613,1.0682218520082094,2.4189490691560387,0.0082039143582947,0.4987514568240194,1.2218648014567255,0.9711114626249616,3.1825471523469098,0.5651499523504505,0.830903333859409,14750.55,14714.4,59.90314194483639,9620.9382421875,8050.380224609375,718.2506987506131,725.0319439244258,-6.781245173812749,1.195091160138878
2019-07-11,11358.662109375,24.07650917397875,2999.909912109375,58125055.9333793,62.0,13.222,42.27201826620514,76.2,13.740566666666668,59867449.30866168,-0.274127331335575,0.6479422301193315,0.6245452628453549,1.2738237135079813,0.6551162059799346,0.8258729180907265,2.111801666070109,0.2040412406203746,0.283746450591916,1.0961562662176716,0.8486316141797297,2.678708506327483,0.8464439346461226,1.3906810242415657,14753.25,14714.4,53.42069690710987,9694.51015625,8086.73497059581,644.0277447960179,708.8311040987443,-64.80335930272634,1.1988163568486196
