feature,gain
eth_ret1d_l3,0.009281759429723025
fg_fng_value_z91d_l1,0.00919656064361334
spx_ret1d_l2,0.009134605061262846
rsi_14,0.008874848484992981
btc_ret1d_l3,0.008647632412612438
btc_ret5d,0.00858500124886632
gt_bitcoin_z91d,0.008531813323497773
gt_bitcoin_z91d_l28,0.008515239041298629
spx_ret1d_l1,0.008476761542260647
fg_fng_value_z91d_l3,0.008469930291175843
btc_ret20d,0.0084614809602499
hr_hash_rate_z91d,0.008457164093852044
