,btc_close
btc_volume,0.47437840400676207
hr_hash_rate,0.8679858945900606
fg_fng_value,0.32043931860983665
gt_bitcoin,0.3519151909543544
eth_close,0.8049913930905626
spx_close,0.9374458990557986
m2,0.657766608142851
