ds,btc_close,eth_close,spx_close,btc_volume,eth_volume,btc_open,btc_high,btc_low,eth_open,eth_high,eth_low,m2,fg_fng_value,gt_bitcoin,hr_hash_rate,log_close,ret_1w,ret_4w,rv_4w,rv_8w,rsi_14,rsi_14_lag1,sma_7,sma_21,sma_50,sma_200,bb_width_20,pctb_20,eth_ret_1w,eth_ret_4w,eth_rv_4w,eth_rv_8w,eth_ret_1w_lag1,eth_ret_1w_lag2,eth_ret_1w_lag3,eth_ret_1w_lag4,eth_btc_ratio,spx_ret_1w,spx_ret_4w,spx_ret_1w_lag1,spx_ret_1w_lag2,spx_ret_1w_lag3,m2_chg_4w,m2_chg_13w,m2_chg_4w_lag1,m2_chg_4w_lag2,m2_chg_4w_lag3
2019-12-27,7290.0884,127.21461,3240.02,160394376449,59472720000.0,7238.141,7363.5293,7189.934,126.3688,128.09756,124.82081,15461.6,38.0,6.15,107494240.0,8.894271,0.0098246625,-0.06262691,0.021216452,0.06078472,42.868305,42.281113,7553.6284,8833.035,7542.84,,4688.284,0.2032066,-0.014448849,-0.19951,0.045336444,0.06994877,-0.116028294,-0.028897818,-0.040135033,0.032963954,0.017450351,0.005819348,0.031044662,0.016407179,0.007249814,0.0015683216,0.013729167,0.034020156,0.009586919,0.007524815,0.0070736767
2020-01-03,7344.8843,134.1717,3234.85,155332238006,62956680000.0,6984.4287,7413.7153,6914.996,127.41126,134.55402,126.49002,15473.1,38.0,7.754,115924070.0,8.901759,0.007488385,-0.027145626,0.02175008,0.061432056,43.345516,42.868305,7389.756,8617.89,7616.581,,4548.0786,0.23941015,0.053244896,-0.10613006,0.06958338,0.07703008,-0.014448849,-0.116028294,-0.028897818,-0.040135033,0.018267369,-0.0015969195,0.02787942,0.005819348,0.016407179,0.007249814,0.008190312,0.029289287,0.013729167,0.009586919,0.007524815
2020-01-10,8166.554,143.96378,3265.35,174646031870,59478620000.0,7878.3076,8166.554,7726.775,138.96704,144.16733,135.5204,15505.5,41.0,7.754,107692776.0,9.007802,0.106043,0.116334155,0.051844694,0.07584868,50.07915,43.345516,7514.038,8512.757,7707.9165,,4197.032,0.44009036,0.070441335,-0.0067909113,0.084571086,0.086392365,0.053244896,-0.014448849,-0.116028294,-0.028897818,0.017628461,0.009384396,0.030014,-0.0015969195,0.005819348,0.016407179,0.009630411,0.024581227,0.008190312,0.013729167,0.009586919
2020-01-17,8929.038,170.77995,3329.62,223538254162,86857200000.0,8725.21,8958.122,8677.316,164.48938,173.06921,162.7756,15474.3,54.0,8.824,116791416.0,9.097064,0.089261614,0.21261767,0.051845238,0.053872388,55.379097,50.07915,7680.866,8442.332,7816.7383,,4079.6147,0.633468,0.17081419,0.28005156,0.07654201,0.086298324,0.070441335,0.053244896,-0.014448849,-0.116028294,0.019126356,0.019491235,0.033098057,0.009384396,-0.0015969195,0.005819348,0.0016506136,0.021716164,0.009630411,0.008190312,0.013729167
2020-01-24,8445.435,163.05118,3295.47,189843685144,79840985000.0,8405.567,8514.667,8266.841,162.89937,164.30945,156.74974,15428.1,40.0,6.685,116791416.0,9.041381,-0.055682663,0.14711034,0.07518649,0.058319505,51.634758,55.379097,7809.2144,8387.439,7912.3115,,3637.1824,0.54296947,-0.046311777,0.24818864,0.08891919,0.08859241,0.17081419,0.070441335,0.053244896,-0.014448849,0.019306429,-0.010309429,0.01696928,0.019491235,0.009384396,-0.0015969195,-0.002166658,0.01926469,0.0016506136,0.009630411,0.008190312
2020-01-31,9350.529,180.16017,3225.52,197364973826,75354840000.0,9508.313,9521.706,9230.776,184.73691,185.40584,176.29681,15315.7,55.0,8.022,110710650.0,9.143188,0.101806946,0.2414289,0.07768738,0.06385443,57.435295,51.634758,8106.478,8339.688,8026.906,,3243.6987,0.8427826,0.09978217,0.29472592,0.09041551,0.0919131,-0.046311777,0.17081419,0.070441335,0.053244896,0.019267377,-0.021454606,-0.0028884057,-0.010309429,0.019491235,0.009384396,-0.010172493,0.014446004,-0.002166658,0.0016506136,0.009630411
2020-02-07,9795.943,222.72606,3327.71,224959276416,97695650000.0,9726.003,9834.717,9726.003,212.31589,223.14093,212.3042,15380.0,56.0,8.557,103791230.0,9.189724,0.046535406,0.1819213,0.071471564,0.058463514,59.979057,57.435295,8474.639,8312.803,8142.7144,,3062.4219,1.0148156,0.21209629,0.43638086,0.11351434,0.109976284,0.09978217,-0.046311777,0.17081419,0.070441335,0.02273656,0.031190185,0.018917384,-0.021454606,-0.010309429,0.019491235,-0.008093902,0.00921284,-0.010172493,-0.002166658,0.0016506136
2020-02-14,10312.116,284.2175,3380.16,284153175254,138851880000.0,10211.551,10321.996,10125.534,268.0233,285.05643,262.7625,15383.5,63.0,8.557,104332450.0,9.241075,0.05135118,0.14401086,0.06603766,0.055722613,62.75679,59.979057,8906.357,8319.016,8271.765,,3589.8354,1.054271,0.2437972,0.5093639,0.13122536,0.10406683,0.21209629,0.09978217,-0.046311777,0.17081419,0.02756151,0.015638651,0.015064801,0.031190185,-0.021454606,-0.010309429,-0.0058677937,0.009223967,-0.008093902,-0.010172493,-0.002166658
2020-02-21,9686.441,265.60062,3337.75,313356984962,168147200000.0,9611.782,9723.015,9589.743,257.8911,267.00485,255.68909,15415.2,44.0,8.289,97376950.0,9.178482,-0.06259242,0.13710111,0.069247805,0.066929944,57.54322,62.75679,9240.865,8387.33,8387.471,,3788.1526,0.8405464,-0.06774605,0.4879296,0.14077061,0.113611765,0.2437972,0.21209629,0.09978217,-0.046311777,0.027419833,-0.012626092,0.012748138,0.015638651,0.031190185,-0.021454606,-0.00083613663,0.007391142,-0.0058677937,-0.008093902,-0.010172493
2020-02-28,8672.455,226.7605,2954.22,305114663592,155216430000.0,8788.729,8890.456,8492.933,226.98761,234.20894,216.3462,15350.4,40.0,9.359,121637660.0,9.067907,-0.11057519,-0.07528103,0.080685325,0.08466278,50.25646,57.54322,9313.137,8409.545,8481.702,,3795.3135,0.5681158,-0.15809935,0.23004809,0.20064588,0.144333,-0.06774605,0.2437972,0.21209629,0.09978217,0.02614721,-0.12206228,-0.087859534,-0.012626092,0.015638651,0.031190185,0.002265649,0.0064384155,-0.00083613663,-0.0058677937,-0.008093902
2020-03-06,9122.546,243.5253,2972.37,271657593690,130663010000.0,9078.309,9167.695,9032.079,229.16843,243.55498,228.74358,15510.5,39.0,8.022,125486960.0,9.118505,0.050597,-0.07121944,0.08179982,0.07874753,53.095722,50.25646,9340.781,8447.678,8583.674,,3822.049,0.6703653,0.07132645,0.08927825,0.17523016,0.14433758,-0.15809935,-0.06774605,0.2437972,0.21209629,0.026694883,0.0061250073,-0.11292472,-0.12206228,-0.012626092,0.015638651,0.008485045,0.010627207,0.002265649,-0.00083613663,-0.0058677937
2020-03-13,5563.707,133.20181,2711.02,332160861216,149787980000.0,5017.831,5838.1147,4106.981,112.689995,137.42953,95.1843,15646.2,10.0,26.74,102856290.0,8.62402,-0.4944843,-0.61705494,0.23666452,0.19030645,35.72995,53.095722,8929.105,8332.939,8612.98,,4614.5176,-0.09656176,-0.60335547,-0.7578744,0.29161435,0.26926187,0.07132645,-0.15809935,-0.06774605,0.2437972,0.023941198,-0.0920347,-0.22059807,0.0061250073,-0.12206228,-0.012626092,0.017076738,0.018792,0.008485045,0.002265649,-0.00083613663
2020-03-20,6198.7783,132.73717,2304.92,297465573928,100507430000.0,6191.654,6844.2617,5865.7817,136.64928,150.8538,122.60566,15839.8,9.0,15.509,88044984.0,8.732107,0.10808761,-0.4463749,0.2715216,0.19932503,39.530693,35.72995,8478.855,8215.705,8636.222,,4891.2593,0.098333076,-0.0034943796,-0.69362277,0.30213395,0.26934102,-0.60335547,0.07132645,-0.15809935,-0.06774605,0.02141344,-0.16227902,-0.370251,-0.0920347,0.0061250073,-0.12206228,0.027544241,0.02530941,0.017076738,0.008485045,0.002265649
2020-03-27,6469.7983,133.93794,2541.47,291803386189,91137380000.0,6719.389,6793.8364,6466.7017,138.36993,139.9027,133.93794,16210.2,12.0,10.161,107197270.0,8.7749,0.04279271,-0.293007,0.28232703,0.19441546,41.130665,39.530693,8003.692,8082.786,8663.827,,5075.81,0.18933374,0.009005589,-0.5265178,0.31618208,0.26517883,-0.0034943796,-0.60335547,0.07132645,-0.15809935,0.020702027,0.09769671,-0.150492,-0.16227902,-0.0920347,0.0061250073,0.05601157,0.048416723,0.027544241,0.017076738,0.008485045
2020-04-03,6733.387,142.09131,2488.65,260130614462,85970936000.0,6797.3965,7003.2207,6673.336,142.11046,146.89987,139.61938,16629.2,14.0,9.894,105814090.0,8.814834,0.039933376,-0.30367061,0.28081405,0.1939799,42.718132,41.130665,7492.445,7984.1436,8692.419,,5188.3574,0.2638243,0.059093293,-0.53875095,0.31361336,0.24970824,0.009005589,-0.0034943796,-0.60335547,0.07132645,0.021102501,-0.021002287,-0.1776193,0.09769671,-0.16227902,-0.0920347,0.07212534,0.07471677,0.05601157,0.027544241,0.017076738
2020-04-10,6865.493,158.41245,2789.82,269838015442,116469130000.0,7303.8154,7303.8154,6802.475,170.82927,170.94977,154.91447,16787.7,15.0,10.696,119234056.0,8.834263,0.019429557,0.21024325,0.03845245,0.19198915,43.53988,42.718132,7089.452,7906.691,8724.142,,5248.6646,0.29581404,0.10873217,0.17333667,0.051305015,0.23034374,0.059093293,0.009005589,-0.0034943796,-0.60335547,0.023073716,0.11423675,0.028652146,-0.021002287,0.09769671,-0.16227902,0.07295701,0.08269324,0.07212534,0.05601157,0.027544241
2020-04-17,7096.1846,171.63858,2874.56,251296373252,113664156000.0,7116.5527,7167.183,7050.332,172.27942,174.27591,169.75157,16934.3,15.0,8.824,112650580.0,8.867312,0.033049382,0.13520503,0.010417297,0.19411959,45.023064,43.53988,6864.2705,7897.1484,8750.699,,5300.8877,0.3476181,0.080188945,0.25702,0.04207632,0.2366828,0.10873217,0.059093293,0.009005589,-0.0034943796,0.024187446,0.029922538,0.2208537,0.11423675,-0.021002287,0.09769671,0.06909809,0.09434999,0.07295701,0.07212534,0.05601157
2020-04-24,7550.901,189.23694,2836.74,245481716516,133090770000.0,7434.1816,7574.196,7434.1816,185.2221,190.21039,185.2221,17195.5,20.0,9.894,114236480.0,8.929422,0.062109623,0.15452194,0.017821258,0.19461086,47.926823,45.023064,6639.75,7887.1323,8774.141,,5300.6675,0.43335968,0.09760889,0.34562328,0.021668706,0.23796779,0.080188945,0.10873217,0.059093293,0.009005589,0.025061505,-0.013244137,0.10991286,0.029922538,0.11423675,-0.021002287,0.060782716,0.11455721,0.06909809,0.07295701,0.07212534
2020-05-01,8864.767,214.2191,2830.71,306595872325,148787100000.0,8672.782,9048.023,8667.764,207.90173,217.62802,207.78088,17334.5,40.0,12.3,107096700.0,9.08984,0.16041774,0.2750063,0.06365037,0.20374426,55.277126,47.926823,7111.33,7949.8833,8804.558,,5331.7983,0.6652113,0.123999454,0.41052946,0.018463502,0.24163856,0.09760889,0.080188945,0.10873217,0.059093293,0.024165228,-0.0021279524,0.12878719,-0.013244137,0.029922538,0.11423675,0.042413346,0.13181245,0.060782716,0.06909809,0.07295701
2020-05-08,9842.666,212.99158,2929.8,338368768331,144720480000.0,9936.162,9996.743,9767.173,212.19824,216.32768,208.83073,17552.5,55.0,17.648,109678680.0,9.194482,0.104642,0.36021873,0.055360273,0.04846447,59.822803,55.277126,7631.8853,8072.4062,8841.664,,5527.6377,0.81253505,-0.0057467064,0.29605058,0.056140196,0.052418802,0.123999454,0.09760889,0.080188945,0.10873217,0.021639623,0.03440663,0.048957076,-0.0021279524,-0.013244137,0.029922538,0.045557164,0.14125487,0.042413346,0.060782716,0.06909809
2020-05-15,9328.197,195.62267,2863.7,359297831500,133923980000.0,9734.291,9755.828,9261.398,202.9554,203.56639,193.75568,17690.3,44.0,12.276,91265470.0,9.140797,-0.053684834,0.27348453,0.090783656,0.06261074,56.565414,59.822803,8040.228,8172.853,8856.738,,5571.8936,0.6994306,-0.08506499,0.13079664,0.09642872,0.0709107,-0.0057467064,0.123999454,0.09760889,0.080188945,0.020971112,-0.0228197,-0.0037851615,0.03440663,-0.0021279524,-0.013244137,0.04464312,0.14995287,0.045557164,0.042413346,0.060782716
2020-05-22,9182.577,207.16919,2955.45,263013619856,100687330000.0,9080.335,9232.937,9008.639,199.83711,208.59154,198.04086,17822.9,42.0,10.387,83529300.0,9.125063,-0.015733877,0.19564103,0.10040677,0.06698475,55.641884,56.565414,8390.112,8262.972,8879.511,,5572.115,0.6567989,0.057348173,0.090535924,0.08922736,0.0691033,-0.08506499,-0.0057467064,0.123999454,0.09760889,0.022561116,0.03153643,0.040995404,-0.0228197,0.03440663,-0.0021279524,0.03648629,0.15619,0.04464312,0.045557164,0.042413346
2020-05-29,9439.124,220.67513,3044.31,221123266383,78182880000.0,9528.355,9573.667,9379.339,219.92505,224.21687,218.23805,17797.8,48.0,9.443,98579624.0,9.152618,0.027555281,0.06277857,0.067954816,0.06722856,56.97465,55.641884,8757.773,8362.697,8894.416,,5660.299,0.6884388,0.0631558,0.02969227,0.06910412,0.06915662,0.057348173,-0.08506499,-0.0057467064,0.123999454,0.02337877,0.029623387,0.072746746,0.03153643,-0.0228197,0.03440663,0.026727047,0.15943559,0.03648629,0.04464312,0.045557164
2020-06-05,9665.533,241.22198,3193.93,209271311597,84322280000.0,9800.216,9869.237,9663.217,244.3496,247.3295,240.68205,17928.9,53.0,9.207,122192370.0,9.176322,0.023703098,-0.018160332,0.038158868,0.06703828,58.169163,56.97465,9124.823,8434.077,8884.836,,5758.7544,0.71813816,0.08902601,0.12446499,0.07866865,0.06729639,0.0631558,0.057348173,-0.08506499,-0.0057467064,0.024956925,0.04797782,0.086317934,0.029623387,0.03153643,-0.0228197,0.021444239,0.15592018,0.026727047,0.03648629,0.04464312
2020-06-12,9480.844,237.49321,3041.31,169222134719,64201560000.0,9320.69,9540.466,9285.852,231.62546,239.35469,229.64507,18040.9,38.0,8.971,126288200.0,9.157028,-0.019292964,0.016231539,0.025000254,0.07058171,56.784237,58.169163,9400.529,8460.354,8826.306,,5838.1396,0.6746694,-0.015578575,0.19395141,0.044875767,0.07013819,0.08902601,0.0631558,0.057348173,-0.08506499,0.025049796,-0.048963748,0.060173884,0.04797782,0.029623387,0.03153643,0.019818772,0.15305313,0.021444239,0.026727047,0.03648629
2020-06-19,9288.019,227.13829,3097.74,142401313027,54444323000.0,9410.294,9440.876,9274.296,231.95497,232.15411,226.79518,18129.2,39.0,7.79,111422270.0,9.13648,-0.020548074,0.011417341,0.0263501,0.072279066,55.303783,56.784237,9460.994,8500.477,8792.497,,5830.3823,0.6423654,-0.044579994,0.09202324,0.06331741,0.07162614,-0.015578575,0.08902601,0.0631558,0.057348173,0.024454977,0.018384447,0.047021903,-0.048963748,0.04797782,0.029623387,0.017185755,0.14453465,0.019818772,0.021444239,0.026727047
2020-06-26,9162.918,229.66805,3009.05,126484516051,50570300000.0,9260.995,9310.517,9101.738,232.87749,233.90193,229.25946,18119.7,40.0,7.79,110637610.0,9.12292,-0.013560559,-0.029698499,0.020973532,0.0481697,54.314407,55.303783,9363.888,8491.543,8739.436,,5734.7593,0.628444,0.011075943,0.039943386,0.057386138,0.05882028,-0.044579994,-0.015578575,0.08902601,0.0631558,0.025064945,-0.02904838,-0.011649863,0.018384447,-0.048963748,0.04797782,0.018086504,0.117796205,0.017185755,0.019818772,0.021444239
2020-07-03,9087.304,225.38707,3130.01,109419746876,43729543000.0,9124.843,9202.345,9058.795,229.31895,229.62932,224.91397,18174.2,41.0,7.082,127895944.0,9.114634,-0.008286441,-0.061688036,0.0056463014,0.025914067,53.6892,54.314407,9329.474,8457.798,8710.567,,5495.225,0.6314271,-0.01881575,-0.06789838,0.022761293,0.059457015,0.011075943,-0.044579994,-0.015578575,0.08902601,0.024802415,0.039411772,-0.02021591,-0.02904838,0.018384447,-0.048963748,0.013681821,0.09290886,0.018086504,0.017185755,0.019818772
2020-07-10,9278.808,240.98499,3185.04,111485948517,51347956000.0,9273.357,9287.472,9118.002,242.86801,242.88379,236.73053,18357.3,41.0,7.318,128680584.0,9.1354885,0.020854807,-0.021540266,0.018199857,0.020863779,55.098892,53.6892,9343.222,8408.593,8698.737,,5424.322,0.67220724,0.06691539,0.014595597,0.047918323,0.049209557,-0.01881575,0.011075943,-0.044579994,-0.015578575,0.025971547,0.017428657,0.046176497,0.039411772,-0.02904838,0.018384447,0.017537927,0.09349702,0.013681821,0.018086504,0.017185755
2020-07-17,9151.393,232.77309,3224.73,108810401826,45265908000.0,9131.8125,9182.254,9089.202,233.69139,234.41507,232.10997,18360.2,41.0,7.79,101748070.0,9.121661,-0.013826987,-0.01481918,0.01657066,0.020677067,53.9228,55.098892,9302.117,8383.114,8671.401,,5465.45,0.643217,-0.034670528,0.02450506,0.044744834,0.051552225,0.06691539,-0.01881575,0.011075943,-0.044579994,0.02543581,0.01238436,0.04017641,0.017428657,0.039411772,-0.02904838,0.012741875,0.08420189,0.017537927,0.013681821,0.018086504
2020-07-24,9536.893,279.21542,3215.63,108248212572,51505607000.0,9585.515,9623.337,9481.454,274.7227,286.19284,269.23978,18257.8,53.0,8.026,117268970.0,9.162923,0.041261643,0.040003024,0.025802044,0.023676967,56.919014,53.9228,9283.739,8424.278,8624.881,,5525.812,0.7076669,0.18191952,0.19534862,0.09931127,0.07790703,-0.034670528,0.06691539,-0.01881575,0.011075943,0.029277401,-0.0028259612,0.06639883,0.01238436,0.017428657,0.039411772,0.007621539,0.06177779,0.012741875,0.017537927,0.013681821
2020-07-31,11323.467,345.55466,3271.12,171879338044,85527495000.0,11110.211,11415.864,10987.054,334.63373,348.61136,329.34094,18125.7,75.0,11.331,128137016.0,9.334633,0.17170957,0.21999903,0.08106153,0.06516683,67.47476,56.919014,9546.972,8529.084,8643.863,,5446.4443,0.9858425,0.21316722,0.4273316,0.11337491,0.10055023,0.18191952,-0.034670528,0.06691539,-0.01881575,0.030516684,0.017109212,0.04409627,-0.0028259612,0.01238436,0.017428657,-0.0026686182,0.04564308,0.007621539,0.012741875,0.017537927
2020-08-07,11601.473,379.51285,3351.28,165951955802,96808130000.0,11778.895,11898.038,11408.594,395.22687,398.24902,367.93552,18237.4,77.0,10.859,130649500.0,9.358888,0.024254763,0.223399,0.080600664,0.0632258,68.75758,67.47476,9877.465,8816.597,8667.733,,5519.222,0.9808622,0.093737625,0.45415384,0.11099525,0.0985609,0.21316722,0.18191952,-0.034670528,0.06691539,0.03271247,0.024209902,0.05087751,0.017109212,-0.0028259612,0.01238436,-0.0065314616,0.039020084,-0.0026686182,0.007621539,0.012741875
2020-08-14,11768.871,437.39783,3372.85,165040268451,89224840000.0,11772.659,12150.994,11685.455,428.67728,444.57776,423.34586,18304.0,78.0,9.679,140694130.0,9.373213,0.01432596,0.25155193,0.07339535,0.0607731,69.5367,68.75758,10249.744,9081.839,8711.147,,5550.963,0.96053815,0.14195469,0.630779,0.05164719,0.092546985,0.093737625,0.21316722,0.18191952,-0.034670528,0.037165657,0.006415742,0.044908892,0.024209902,0.017109212,-0.0028259612,-0.0030609688,0.034691326,-0.0065314616,-0.0026686182,0.007621539
2020-08-21,11592.489,389.12634,3397.16,166649734650,84753180000.0,11878.026,11899.26,11564.9795,416.14877,418.63797,387.44113,18373.4,81.0,8.971,123002056.0,9.358112,-0.015100592,0.1951897,0.083628096,0.06093155,67.62314,69.5367,10607.628,9325.776,8735.931,,5423.461,0.89404607,-0.11693906,0.33192047,0.14202122,0.114909746,0.14195469,0.093737625,0.21316722,0.18191952,0.03356711,0.0071816496,0.054916505,0.006415742,0.024209902,0.017109212,0.0063315406,0.03088723,-0.0030609688,-0.0065314616,-0.0026686182
2020-08-28,11542.5,395.87466,3508.01,151203479273,70572250000.0,11325.296,11545.615,11316.423,382.62958,397.75763,381.27383,18273.8,74.0,8.262,142268450.0,9.353791,-0.004321535,0.019158596,0.01778077,0.060596433,67.05989,67.62314,10931.012,9554.782,8759.57,,5149.04,0.8599222,0.017193578,0.13594683,0.11297176,0.1117795,-0.11693906,0.14195469,0.093737625,0.21316722,0.034297135,0.032109164,0.06991646,0.0071816496,0.006415742,0.024209902,0.008170719,0.026744878,0.0063315406,-0.0030609688,-0.0065314616
2020-09-04,10511.813,388.24115,3426.96,176773006525,107688960000.0,10230.365,10663.92,10207.94,384.67163,402.41174,371.6367,18392.9,40.0,10.623,112592824.0,9.260255,-0.09353616,-0.09863233,0.047500405,0.074853465,56.593357,67.05989,11125.358,9728.416,8766.174,,4574.8096,0.64247274,-0.01947099,0.022738216,0.10703794,0.11624858,0.017193578,-0.11693906,0.14195469,0.093737625,0.036933795,-0.023375368,0.022331188,0.032109164,0.0071816496,0.006415742,0.008526435,0.025880003,0.008170719,0.0063315406,-0.0030609688
2020-09-11,10400.915,374.6956,3340.97,272857909078,170544090000.0,10369.028,10434.923,10140.837,368.1185,376.6304,355.58258,18528.3,41.0,7.082,118993840.0,9.249649,-0.010605931,-0.12356421,0.041996717,0.07468106,55.588036,56.593357,11248.79,9885.784,8809.155,,4042.658,0.59854573,-0.035512738,-0.15472922,0.056643195,0.1163465,-0.01947099,0.017193578,-0.11693906,0.14195469,0.036025252,-0.025412384,-0.009496938,-0.023375368,0.032109164,0.0071816496,0.012254152,0.02701639,0.008526435,0.008170719,0.0063315406
2020-09-18,10944.586,384.36453,3319.47,236483664868,112094085000.0,10951.82,11034.908,10829.657,389.3375,391.90414,376.965,18612.0,49.0,7.318,153484820.0,9.3006,0.050951112,-0.05751251,0.059579827,0.0752259,59.396088,55.588036,11194.664,10047.389,8863.928,,3977.2087,0.71071726,0.025477476,-0.012312674,0.029138144,0.10547121,-0.035512738,-0.01947099,0.017193578,-0.11693906,0.035119146,-0.0064560524,-0.02313464,-0.025412384,-0.023375368,0.032109164,0.012986165,0.02663107,0.012254152,0.008526435,0.008170719
2020-09-25,10692.717,352.18326,3298.46,210252148570,96467290000.0,10761.109,10777.696,10578.914,349.41144,357.77274,339.01593,18564.3,46.0,7.082,162263120.0,9.277318,-0.023282062,-0.07647304,0.05926645,0.042475507,56.959442,59.396088,11064.842,10134.434,8911.347,,4002.3127,0.6358452,-0.087439746,-0.116946,0.046604697,0.08684814,0.025477476,-0.035512738,-0.01947099,0.017193578,0.03293674,-0.0063494416,-0.061593246,-0.0064560524,-0.025412384,-0.023375368,0.015897077,0.02453683,0.012986165,0.012254152,0.008526435
2020-10-02,10575.975,346.23892,3348.42,327798951362,93219226000.0,10619.821,10657.838,10416.689,352.94968,354.11542,336.46716,18501.7,41.0,6.61,119056960.0,9.26634,-0.010977955,0.0060851644,0.033475436,0.040534638,55.816475,56.959442,10894.428,10169.354,8963.402,,3941.9648,0.59248275,-0.017022597,-0.1144976,0.046791412,0.078643754,-0.087439746,0.025477476,-0.035512738,-0.01947099,0.032738253,0.015032888,-0.02318499,-0.0063494416,-0.0064560524,-0.025412384,0.005915326,0.01802005,0.015897077,0.012986165,0.012254152
2020-10-09,11064.458,365.59048,3477.14,329986692320,83831865000.0,10927.913,11102.672,10846.851,351.11288,368.31033,348.20584,18645.4,48.0,7.082,136222460.0,9.311493,0.045153107,0.061844204,0.038040385,0.04460849,59.48035,55.816475,10818.995,10252.032,9011.478,,3887.338,0.6952372,0.05438475,-0.024600117,0.061619774,0.057486698,-0.017022597,-0.087439746,0.025477476,-0.035512738,0.03304188,0.037721515,0.03994891,0.015032888,-0.0063494416,-0.0064560524,0.0063200616,0.01569403,0.005915326,0.015897077,0.012986165
2020-10-16,11322.123,366.229,3483.81,167478139090,99851010000.0,11502.828,11540.062,11223.013,377.8685,380.0215,362.5974,18657.7,52.0,7.082,144856290.0,9.334514,0.023020614,0.033913705,0.031325106,0.04572886,61.30318,59.48035,10787.513,10353.915,9052.698,,3898.7605,0.7366055,0.001745019,-0.048332576,0.058629386,0.04313018,0.05438475,-0.017022597,-0.087439746,0.025477476,0.03234632,0.0019164534,0.048321415,0.037721515,0.015032888,-0.0063494416,0.0024554052,0.016203526,0.0063200616,0.005915326,0.015897077
2020-10-23,12931.539,409.7667,3465.39,199309783261,98821440000.0,12971.549,13015.962,12752.647,414.05133,418.95993,403.08203,18713.2,74.0,11.483,130223560.0,9.467424,0.13291061,0.19010638,0.06142581,0.066267855,70.29277,61.30318,11133.1875,10520.221,9135.231,,4437.9756,1.0337082,0.112329125,0.1514363,0.058123745,0.06053893,0.001745019,0.05438475,-0.017022597,-0.087439746,0.031687386,-0.00530139,0.04936947,0.0019164534,0.037721515,0.015032888,0.008020771,0.024942765,0.0024554052,0.0063200616,0.005915326
2020-10-30,13546.522,382.81998,3269.96,235108878678,94073040000.0,13437.874,13651.517,13136.198,386.73026,391.46472,375.0924,18650.9,74.0,9.33,107359880.0,9.5138855,0.046460655,0.24754499,0.04855562,0.050317015,72.884895,70.29277,11582.56,10705.029,9236.321,,5050.714,1.0504733,-0.068023115,0.10043578,0.07677648,0.06549454,0.112329125,0.001745019,0.05438475,-0.017022597,0.02825965,-0.05804741,-0.023710828,-0.00530139,0.0019164534,0.037721515,0.008064124,0.028975433,0.008020771,0.0024554052,0.0063200616
2020-11-06,15565.881,454.7193,3509.44,231212258076,95643270000.0,15579.7295,15903.4375,15226.84,414.0667,456.20062,412.9823,18838.4,90.0,14.354,127682340.0,9.652837,0.13895153,0.3413434,0.059252195,0.05932797,79.27854,72.884895,12242.745,10994.793,9401.708,,6435.011,1.1970848,0.17211546,0.21816649,0.10797005,0.08761159,-0.068023115,0.112329125,0.001745019,0.05438475,0.029212564,0.070678726,0.009246378,-0.05804741,-0.00530139,0.0019164534,0.010351079,0.032954257,0.008064124,0.008020771,0.0024554052
2020-11-13,16317.809,474.62643,3585.15,216928707894,96104610000.0,16276.44,16463.178,15992.152,461.0055,475.21725,457.29825,18918.4,89.0,13.636,133524010.0,9.700012,0.04717567,0.36549845,0.05150926,0.059337962,81.0686,79.27854,13046.329,11329.545,9572.839,,7698.068,1.1339164,0.042847738,0.2592692,0.10311726,0.08786278,0.17211546,-0.068023115,0.112329125,0.001745019,0.029086407,0.021343824,0.028673748,0.070678726,-0.05804741,-0.00530139,0.013972783,0.033566434,0.010351079,0.008064124,0.008020771
2020-11-20,18621.314,509.74457,3557.54,244711923136,95639030000.0,17817.084,18773.227,17765.795,471.63147,513.61035,471.63147,19001.2,86.0,17.943,146956600.0,9.832062,0.1320498,0.36463764,0.051279165,0.057340704,85.267395,81.0686,14195.664,11779.945,9794.325,,9707.437,1.1908865,0.07138171,0.2183218,0.09876918,0.07555544,0.042847738,0.17211546,-0.068023115,0.112329125,0.027374253,-0.0077309813,0.026244156,0.021343824,0.070678726,-0.05804741,0.015390206,0.034168962,0.013972783,0.010351079,0.008064124
2020-11-27,17108.402,517.4937,3638.35,319135010003,161301800000.0,17153.914,17445.023,16526.424,519.1081,530.77716,497.2426,18975.9,86.0,16.507,131211256.0,9.747325,-0.08473715,0.23343983,0.10412663,0.0752376,73.705,85.267395,15059.084,12161.902,9991.1,,10417.26,0.9609989,0.015087624,0.30143252,0.068476886,0.07250724,0.07138171,0.042847738,0.17211546,-0.068023115,0.030247927,0.022461003,0.10675257,-0.0077309813,0.021343824,0.070678726,0.017425433,0.038421128,0.015390206,0.013972783,0.010351079
2020-12-04,18699.766,569.3542,3699.12,264287540151,126610670000.0,19446.967,19511.404,18697.193,616.7228,618.98315,569.2835,19055.7,92.0,15.072,137132260.0,9.8362665,0.08894128,0.1834296,0.09370526,0.07558495,77.20624,73.705,16113.033,12610.52,10220.719,,11433.495,1.0174525,0.095505334,0.2248224,0.03485161,0.074279435,0.015087624,0.07138171,0.042847738,0.17211546,0.03044713,0.016564677,0.05263852,0.022461003,-0.0077309813,0.021343824,0.01153495,0.036035646,0.017425433,0.015390206,0.013972783
