ds,date,btc_high,btc_low,btc_close,btc_volume,eth_open,eth_high,eth_low,eth_close,eth_volume,spx_close,m2,fg_fng_value,gt_bitcoin,hr_hash_rate,btc_ret1d,eth_ret1d,spx_ret1d,btc_ret5d,btc_ret20d,vol_10d,vol_20d,sma_10,sma_20,sma_50,sma_200,sma_ratio_10_50,sma_ratio_50_200,macd_line,macd_signal,macd_hist,rsi_14,btc_volume_log1p,fg_fng_value_ma30,gt_bitcoin_ma30,hr_hash_rate_ma30,fg_fng_value_z91d,gt_bitcoin_z91d,hr_hash_rate_z91d,m2_chg1d,btc_ret1d_l1,btc_ret1d_l2,btc_ret1d_l3,btc_ret1d_l5,btc_ret1d_l10,eth_ret1d_l1,eth_ret1d_l2,eth_ret1d_l3,spx_ret1d_l1,spx_ret1d_l2,spx_ret1d_l5,macd_hist_l1,macd_hist_l3,macd_hist_l5,rsi_14_l1,rsi_14_l3,rsi_14_l5,fg_fng_value_z91d_l1,fg_fng_value_z91d_l3,fg_fng_value_z91d_l7,fg_fng_value_z91d_l14,gt_bitcoin_z91d_l7,gt_bitcoin_z91d_l14,gt_bitcoin_z91d_l28,y_next
3926.663330078125,2019-03-15 00:00:00+00:00,3968.54296875,3914.015380859375,3960.9111328125,9394210605,133.56715393066406,138.3951416015625,133.56715393066406,137.69178771972656,4506861856.0,2822.47998046875,14579.0,55.0,4.995,46157993.9381306,0.009268473031697866,0.029332570933805258,0.004972519408430465,0.002353559726129717,-0.04483187036628955,0.007403762208295416,0.022455632140451234,3923.7853271484373,3886.013720703125,3740.981943359375,3743.904755056721,1.048865080494055,0.9992193146224141,43.562646085755205,47.223854847732504,-3.6612087619772993,58.39789861022779,22.963359443503656,50.4,5.602,43333182.46918506,1.2098967103024059,-1.150916721499599,0.9585924784904668,42.79999999999927,0.004508157464902851,-0.0006241055237001802,0.001005570148075563,-0.002959950384815002,0.035213632013155305,0.003359998661882635,-0.00881427664080281,0.004539020758450363,-0.0008683993315958816,0.006925546757019063,0.0,-5.9688262639654255,-4.801298006960849,-0.917483560712391,55.51030474759741,54.30454517762049,57.979418925055064,1.230846373553534,1.3488089962970453,1.3107421460807251,0.43823746107347106,-0.8631632691311624,-0.9550518110201698,-0.986426979391652,0.021928138916456064
3963.900146484375,2019-03-16 00:00:00+00:00,4077.036376953125,3961.657470703125,4048.725830078125,9856166973,137.91195678710938,144.55844116210938,137.91195678710938,142.39817810058594,4839003569.0,2822.47998046875,14579.0,54.0,4.995,46157993.9381306,0.021928138916456064,0.03360943962961738,0.0,0.03608623403743216,0.06066083675545997,0.009802486565564006,0.012555491717201677,3938.2636474609376,3897.9286376953123,3749.961142578125,3748.0239587732262,1.05021452162391,1.0005168547016257,51.162212039473616,48.01152628608073,3.150685753392885,64.3809022253595,23.01136318494959,50.6,5.582433333333333,43335051.61630006,1.1179093504279702,-1.1330181999864408,0.9462366216997985,0.0,0.009268473031697866,0.004508157464902851,-0.0006241055237001802,-0.011804535394846383,0.001940338762940641,0.029332570933805258,0.003359998661882635,-0.00881427664080281,0.004972519408430465,-0.0008683993315958816,0.014559535563489767,-3.6612087619772993,-6.130880888797904,-3.270981670104888,58.39789861022779,54.08065386622216,54.019802227075964,1.2098967103024059,1.1777903071777753,1.3582627644578147,0.3589878751414466,-0.8519735900647528,-1.7028874368952405,-1.7431336921863505,-0.00582041712864978
4047.719482421875,2019-03-17 00:00:00+00:00,4054.1220703125,4006.4111328125,4025.22900390625,8221625400,142.23829650878906,142.37191772460938,139.32351684570312,140.00054931640625,3827157729.0,2822.47998046875,14579.0,58.0,4.701,44046190.2939024,-0.00582041712864978,-0.016980858368347285,0.0,0.02926024676070682,0.03605197248083236,0.010249069083190262,0.012128778743037588,3949.6381103515623,3905.0552734375,3758.416513671875,3751.7200260416666,1.0508782344862753,1.0017849113429906,54.658852085918625,49.340991446048314,5.317860639870311,61.81905607186523,22.830033763814978,51.1,5.562833333333333,43527671.07933548,1.3878574511414918,-1.4991068485777153,0.2986700078970522,0.0,0.021928138916456064,0.009268473031697866,0.004508157464902851,0.001005570148075563,0.0019299650258197687,0.03360943962961738,0.029332570933805258,0.003359998661882635,0.0,0.004972519408430465,0.0029489657278052306,3.150685753392885,-5.9688262639654255,-4.801298006960849,64.3809022253595,55.51030474759741,54.30454517762049,1.1179093504279702,1.230846373553534,1.3303132468879966,0.5816416751880812,-1.2338386616234545,-1.2780701812004827,-1.6713115191994228,0.0018065426803683948
4029.968505859375,2019-03-18 00:00:00+00:00,4071.556640625,4009.1171875,4032.50732421875,9646954186,140.1048583984375,142.2672119140625,138.841552734375,139.37460327148438,4551739879.0,2832.93994140625,14579.0,56.0,5.289,44046190.2939024,0.0018065426803683948,-0.004481050562514355,0.0036990967989085632,0.031690894964775396,0.04518391444101155,0.010077991732608581,0.011937442761016348,3962.77568359375,3913.962744140625,3767.38734375,3755.414595754523,1.0518630876031085,1.0031881294834961,57.35609873315161,50.94401290346897,6.412085829682638,62.31923153413037,22.989908074186058,51.53333333333333,5.5824333333333325,43720290.542370915,1.219442151789823,-0.6998040129298944,0.29652459771104533,0.0,-0.00582041712864978,0.021928138916456064,0.009268473031697866,-0.0006241055237001802,-0.0026502747112910896,-0.016980858368347285,0.03360943962961738,0.029332570933805258,0.0,0.0,0.006925546757019063,5.317860639870311,-3.6612087619772993,-6.130880888797904,61.81905607186523,58.39789861022779,54.08065386622216,1.3878574511414918,1.2098967103024059,1.3768199980140676,-0.032467751187931826,-0.8199643651014714,-0.4862593096860039,1.1081372963253988,0.00954703827395953
4032.69189453125,2019-03-19 00:00:00+00:00,4082.216064453125,4023.8125,4071.190185546875,9344919956,139.25401306152344,140.9890594482422,139.1430206298828,140.51919555664062,4251488129.0,2832.570068359375,14579.0,56.0,5.876,52493404.8708152,0.00954703827395953,0.008178806892932045,-0.00013057007992678393,0.036729775773832074,0.055590231873228646,0.009385263597281838,0.012020862227450527,3973.563330078125,3924.9698852539063,3779.402138671875,3759.515577440138,1.0513735200124747,1.0052896605485744,61.90150770820537,53.13551186441626,8.765995843789113,64.94748369871687,22.9580987124882,52.13333333333333,5.6216,43873076.10681764,1.199966235383682,0.09322540033659817,2.7437146207588823,0.0,0.0018065426803683948,-0.00582041712864978,0.021928138916456064,0.004508157464902851,0.01581381071084742,-0.004481050562514355,-0.016980858368347285,0.03360943962961738,0.0036990967989085632,0.0,-0.0008683993315958816,6.412085829682638,3.150685753392885,-5.9688262639654255,62.31923153413037,64.3809022253595,55.51030474759741,1.219442151789823,1.1179093504279702,1.3488089962970453,-0.10900476526211197,-0.41314660753318544,-0.48148198217756394,1.4579106068502512,0.003992356946232789
4070.7939453125,2019-03-20 00:00:00+00:00,4089.4619140625,4031.11083984375,4087.476318359375,10175916388,140.48471069335938,140.94557189941406,138.30703735351562,140.6863555908203,4664134462.0,2824.22998046875,14579.0,55.0,5.582,52493404.8708152,0.003992356946232789,0.0011888816076845998,-0.0029486967407699183,0.031453659688367,0.05861240492961528,0.009175765088698018,0.012015915094805487,3987.1509765625,3936.6044311523438,3792.189326171875,3763.720202323718,1.0514113704832964,1.007564091462107,66.05647396477798,55.71970428448861,10.336769680289372,66.02203872791745,23.04328962702064,51.86666666666667,5.582399999999999,44025861.67126438,1.1102215923319327,-0.30470012888223186,2.603335965329757,0.0,0.00954703827395953,0.0018065426803683948,-0.00582041712864978,0.009268473031697866,-0.002959950384815002,0.008178806892932045,-0.004481050562514355,-0.016980858368347285,-0.00013057007992678393,0.0036990967989085632,0.004972519408430465,8.765995843789113,5.317860639870311,-3.6612087619772993,64.94748369871687,61.81905607186523,58.39789861022779,1.199966235383682,1.3878574511414918,1.1777903071777753,0.43318166262087016,-1.2046396074240482,-0.47684275008105603,1.0417508987712332,-0.014328401790338674
4083.953857421875,2019-03-21 00:00:00+00:00,4097.35986328125,4005.1513671875,4029.326904296875,10831212662,140.47848510742188,141.00323486328125,135.8554229736328,136.6360626220703,5087247796.0,2854.8798828125,14579.0,62.0,5.876,43141131.5892332,-0.014328401790338674,-0.029212070308235027,0.010794015494688836,-0.00480288101842774,0.04304000239856087,0.00966169997399095,0.012620297490084949,3999.5609375,3945.091589355469,3803.0522314453124,3767.082312475277,1.051671314011905,1.0095484823495666,63.92030938058542,57.35982530370797,6.560484076877451,59.06030797676288,23.105697864267025,51.766666666666666,5.543233333333333,43897036.76653726,1.5873467386345381,0.09710298821426024,-0.052965875474679,0.0,0.003992356946232789,0.00954703827395953,0.0018065426803683948,0.021928138916456064,-0.011804535394846383,0.0011888816076845998,0.008178806892932045,-0.004481050562514355,-0.0029486967407699183,-0.00013057007992678393,0.0,10.336769680289372,6.412085829682638,3.150685753392885,66.02203872791745,62.31923153413037,64.3809022253595,1.1102215923319327,1.219442151789823,1.230846373553534,1.4941067915332,-1.571111782773264,-0.4723350860140621,0.24982086512040194,-0.0013307952232004538
4028.5146484375,2019-03-22 00:00:00+00:00,4053.90673828125,4021.54248046875,4023.96826171875,9252935969,136.562255859375,138.79429626464844,136.22860717773438,137.1814422607422,4490899266.0,2800.7099609375,14589.2,56.0,5.289,43141131.5892332,-0.0013307952232004538,0.003983531732952628,-0.019156827134272802,-0.0003132591129784146,0.04045822317180381,0.009746611207739701,0.012643182103177431,4011.042138671875,3953.0692504882813,3814.3757421875,3770.2933868408204,1.0515592615350444,1.0116920225626302,61.090769522001665,58.106014147366714,2.9847553746349504,58.44866635831013,22.948206740271498,51.666666666666664,5.494266666666666,43768211.86181012,1.1348403652608074,-0.7047855904989665,-0.05263287490838352,10.200000000000728,-0.014328401790338674,0.003992356946232789,0.00954703827395953,-0.00582041712864978,0.001005570148075563,-0.029212070308235027,0.0011888816076845998,0.008178806892932045,0.010794015494688836,-0.0029486967407699183,0.0,6.560484076877451,8.765995843789113,5.317860639870311,59.06030797676288,64.94748369871687,61.81905607186523,1.5873467386345381,1.199966235383682,1.2098967103024059,1.3107421460807251,-1.150916721499599,-0.8631632691311624,-0.14703449773910132,0.0029425471310986495
4022.71337890625,2019-03-23 00:00:00+00:00,4049.882568359375,4015.964599609375,4035.826416015625,9578850549,137.0398712158203,139.38539123535156,136.91201782226562,138.2398681640625,4436568613.0,2800.7099609375,14589.2,50.0,4.701,43744504.0590126,0.0029425471310986495,0.007685905727932152,0.0,0.0008227453377518401,0.04787177685181554,0.009668483019257984,0.012551111807346627,4023.9530517578123,3962.5017822265627,3825.3333642578127,3773.571572386188,1.051922190456866,1.0137169233122276,59.123652089278494,58.30954173574907,0.8141103535294221,59.44946093516332,22.982823437388102,51.36666666666667,5.4453000000000005,44031127.04647067,0.6933323819798983,-1.4869052013917636,0.12018093253781725,0.0,-0.0013307952232004538,-0.014328401790338674,0.003992356946232789,0.0018065426803683948,-0.0006241055237001802,0.003983531732952628,-0.029212070308235027,0.0011888816076845998,-0.019156827134272802,0.010794015494688836,0.0036990967989085632,2.9847553746349504,10.336769680289372,6.412085829682638,58.44866635831013,66.02203872791745,62.31923153413037,1.1348403652608074,1.1102215923319327,1.1179093504279702,1.3582627644578147,-1.1330181999864408,-0.8519735900647528,-0.14561107940175363,-0.0033899789796230095
4035.16357421875,2019-03-24 00:00:00+00:00,4040.69970703125,4006.19287109375,4022.168212890625,9144851065,138.3153533935547,138.3756103515625,136.31375122070312,136.98692321777344,4266845458.0,2800.7099609375,14589.2,44.0,4.407,43744504.0590126,-0.0033899789796230095,-0.009104881073740856,0.0,-0.012114271915830699,0.06698811196909027,0.009874804787667849,0.011211484998011736,4033.732958984375,3975.532336425781,3835.3555126953124,3776.603238733803,1.0517233527980436,1.0155569092773449,55.819146135272604,57.81146261565378,-1.9923164803811773,57.72487773527079,22.936456832817367,50.8,5.396333333333334,44294042.23113122,0.25518265952319585,-1.838812591868173,0.1194353558756796,0.0,0.0029425471310986495,-0.0013307952232004538,-0.014328401790338674,0.00954703827395953,0.004508157464902851,0.007685905727932152,0.003983531732952628,-0.029212070308235027,0.0,-0.019156827134272802,-0.00013057007992678393,0.8141103535294221,6.560484076877451,8.765995843789113,59.44946093516332,59.06030797676288,64.94748369871687,0.6933323819798983,1.5873467386345381,1.3878574511414918,1.3303132468879966,-1.4991068485777153,-1.2338386616234545,1.8066001512834362,-0.014801995775437504
