ds,P_t,y_true,y_hat,dP_hat,signal
2025-05-23,107287.8,-0.03113779421868479,0.010160712525248528,1095.6774988396792,1
2025-05-30,103998.57,0.003759993385017424,0.010047875344753265,1050.2321322459902,1
2025-06-06,104390.34,0.016159791177841498,0.010028941556811333,1052.1919858432811,1
2025-06-13,106090.97,-0.026566628597869624,0.010047046467661858,1071.2734610500193,1
2025-06-20,103309.6,0.03592463672760715,0.009936390444636345,1031.6414303291385,1
2025-06-27,107088.43,0.008794160782970906,0.010010930709540844,1077.4389375150058,1
2025-07-04,108034.336,0.08413381635353012,0.010007530450820923,1086.584854261193,0
2025-07-11,117516.99,0.004129078096452687,0.010240585543215275,1209.6258563423617,1
2025-07-18,118003.23,-0.0031179060012114235,0.010220705531537533,1212.2607928992657,1
2025-07-25,117635.88,-0.037377657096339334,0.01018081046640873,1203.7457547930098,1
2025-08-01,113320.086,0.029293528346372,0.01002945564687252,1142.2573110017838,1
2025-08-08,116688.73,0.006062890559537237,0.010085111483931541,1182.7730249586602,1
2025-08-15,117398.35,-0.004475685523333439,0.01007339358329773,1188.5762329707213,1
2025-08-22,116874.086,-0.07516912014821742,0.010029993019998074,1178.1447819298337,0
2025-08-29,108410.836,0.020452912253876576,0.009798693470656872,1067.506092033087,1
2025-09-05,110650.984,0.04808453820596448,0.009828377515077591,1092.881471598972,1
2025-09-12,116101.58,-0.0035611514967506253,0.009944156743586063,1160.291810118666,1
2025-09-19,115688.86,-0.05303803029712029,0.009903590194880962,1151.4272804262291,1
